Nickname,Title,Play Hours,Profile Link,Comment,Date,Language
flliper,1,8.9,https://steamcommunity.com/id/flliper/,"The good old spino -button shooter with repeating levels.Shooting at Duagsensa is done cool.The game itself is a copy of the first part (so play the first one, you won’t lose anything. Just a good graphon and wretched cats in the middle of the game.",2024/11/16,ru
yigitburakyuksel,1,20.2,https://steamcommunity.com/profiles/76561199787917021/,We are the soldiers of an empire who is proud to be a company in the game and play this game like a pride for me,2024/11/13,tr
💥SPONGE💥 (>N<),1,109.7,https://steamcommunity.com/id/nadespam/,"38hrs in and probably less than 5% of the solo challenges completed, haven't even tried PVP yet. Love this game so far, skill development, character customisation, weapon progressions and most of all the community, a bunch of helpful, chilled players.",2024/11/22,en
NUNO,1,50,https://steamcommunity.com/profiles/76561198416193889/,"Without sealing = Goty.

My Honor is My Life.",2024/11/28,en
Archy,1,266,https://steamcommunity.com/id/archy18/,"An absolutely brilliant game, that really encapsulates the feeling of the bulk of a Space Marine. You get the feeling of sense and bulk, which is not always present in depictions of Space Marines.

While there were initially issues with PvE missions not starting, these were fixed quickly. Gameplay, visual design and sound design are all great. A worthy successor to Space Marine I, and definitely my pick for GOTY.",2024/11/30,en
l33tn3ss_17,1,16.7,https://steamcommunity.com/id/l33tn3ss17/,"Space Marine 2 is a must-buy game that harkens back to the politics-free heyday of gaming. It is like taking a time machine back to the 2010s and going through all those beautifully made games during that era. It also shows how far AAA gaming has fallen. All publishers and development teams should take note and do better, focusing primarily on player experience over 'sending the message' and monetization. Saber Interactive should be very proud of what they have made.

If, like me, you are disappointed with the needless disrespect towards canon and established lore by Games Workshop lately, then you need not fear Space Marine 2. Space Marine 2 follows the story of Captain Titus in a way that respects what has been and does not cater to the tourists and nu-Warhammer fans destroying the hobby currently. Any true Warhammer fans can buy Space Marine 2 guilt-free.

The single-player campaign is long enough to provide a story that ties into the Era Indomitus and the previous story of the first Space Marine game. Playing it solo can be challenging, especially on higher difficulties, but I found it to be well worth playing and had very few issues with it even though I finished it on early patches.

Playing Operations solo is also likewise a very meaningful experience that you cannot replicate elsewhere. I am ecstatic that Saber Interactive is continuing to develop more missions for this mode. The mission where you kill the Bio-Titan is my new favourite. I have had a few drops when I played it, but otherwise, I have not had any major issues.

Multiplayer is fun, but I still think the Bulwark class is overpowered, and some balancing is necessary. It is not a mode I have played a ton, but I can report no major issues.

A huge bonus is that the usual suspects hate Space Marine 2 and its success:



Another bonus is that the CEO of Saber Interactive is incredibly based:



As is some of their dev team:



I give Space Marine 2 a very solid 9/10, only citing some minor technical issues in Operations mode. Space Marine 2 is my game of the year this year on Steam, and I highly encourage anybody to buy it. Whether this is your first or tenth Warhammer game, this is a worthy buy and entry into the grimdark universe of 40k. Well done to Saber Interactive.",2024/11/28,en
⭐ БелыЙ АнгеЛ ⭐,1,68.2,https://steamcommunity.com/id/Djonny123/,"The best game I played in 24, I advise everyone.
Nomination.",2024/11/28,ru
Ghost Star,1,201.7,https://steamcommunity.com/profiles/76561199678713996/,"This was my introduction into the warhammer universe my very first experience with the imperium. After 200hrs 100% completion and countless of the emperors foes fallen..

all that needs to be said....my pledge...is eternal.",2024/11/13,en
Imaro,1,10.1,https://steamcommunity.com/profiles/76561198015097451/,What is your Duty? To serve Emperor's Will. What is Emperor's Will? That we fight and die. What is Death? It is our duty!,2024/11/28,en
「TwentyFiveToLife」,1,11,https://steamcommunity.com/id/sadamaza034/,"Nomination: ""Game of the Year""",2024/11/28,bg
[TTV]twi_live,1,4.6,https://steamcommunity.com/id/tviwka/,"Great Spice Girls registers.

For Bekestrite Boys!",2024/11/28,ru
Lon,1,116,https://steamcommunity.com/id/TheL0N/,"Warhammer 40k's universe is for essence a set of 'things', and these are: terror, tragedy, brutality, beating, carnage and so on .. (I can understand that the weak has no chance and not time),that make it a unique universe.And these 'things' are a short and thick reminder, 'there is no hope, let alone a guarantee of peace.'

The excellent campaign is a direct continuation of the first game, with a very good plot and well tied with the co-op missions showing from another point the missions led by Titus.
Here the co-op shines bringing a variety of weapons and classes of Space Marines so that we can complete the missions, which can be thrown solo or two friends (with friends is better).
The multi-joker is the extension of the co-op for a brutal PVP with various modes.Game 10/10.

The Dev's of Space Marine 2 are to be congratulated and we have maximum respect, they were literally in the opposite direction of others, who has been trying to push these ""magical ideologies"" humped down throats in the players, and we all know that magic is heretic, and we go out hereThe fire of heresy in the paradise.
Yes, Brothers, for the Emperor!",2024/11/29,pt
Atmoman,1,53,https://steamcommunity.com/id/1321995/,"No, well, I would not want to be a hard worker in such a world.
For me, this is the first direct acquaintance with games in the Universe of the Military Millennium.And I was more than satisfied.
Aesthetics mega epic.Armor shines, blood pours a river.This is a world where war never stops.
Gameplaino is fun, new gameplay mechanics appear in PVV and PVV.
Voice acting buzz, Epic.Victory or death!
The castorization of the paratrooper is cool, though you have to swing ...
In places of kinematics - to goosebumps.

Warhammer 40,000: Space Marine 2


For pumping in PV, there is too much grind, as if this is not an extension, but the main mode of the game.
The motivation of characters in the company is not very clear.What they suspect, what they are accurate, then they do not fake.
It is necessary to pump weapons, download the class, pump another weapon.



Cool squeezers.You can play in the company, you can run to the multiplayer with the atmosphere of public 00X-10x.And most importantly, you can all this with friends.Bliss.",2024/11/15,ru
JEEDKIY,1,74.5,https://steamcommunity.com/id/jeedkiy/,"When I predicted this game during the Nvidia leak, I was called crazy. Now it's been played by millions. Now it will have mods. Emperor bless Saber",2024/11/28,en
Felix,1,100.4,https://steamcommunity.com/profiles/76561198048648257/,"About the great soup welded!
About chic soup welded!
Soup, hot soup!
Eat soup, hot soup!",2024/11/28,ru
Maksim,1,23.7,https://steamcommunity.com/id/60392375/,"Warhammer 40,000: Space Marine 2
A Screenshot of Warhammer 40,000: Space Marine 2
By: Maksim",2024/11/28,en
蕾米主人的超乖小黏狗,1,33,https://steamcommunity.com/id/MendelChaos0/,"To be honest, I am not a hammer in the strict sense, but the experience is still very good after playing this game.Remove the first optimization and blue screen problem, Star Warrior 2 is a very good game that fans play a good game.The plot satisfies the big scene of the big scene and the brotherhood, and can also use the plot with friends.When I play, I only have six pictures when I play, saying that it is not a brushing game, because in the strict sense of brushing, there is only a weapon level. Each picture task is the same. The only variable is the BOSS.EssencePVP has not been evaluated without playing.In general, the current content is still small, and the hammer is brainless. Who doesn’t want to try to be a super canned food
—— From the small black box user, hello I am a super -evaluation",2024/11/18,zh-cn
Parzival117,1,14.3,https://steamcommunity.com/id/Parz1val_117/,"Wow!I played it in the high difficulty and the whole campaign passes it on the red screen: V and then I passed to the multiplayer of missions related to the campaign pursed that everything would be easier and I saw how my teammates had it on the red screen.

In a nutshell, it was epic!",2024/11/17,es
Artoriaz,1,16.3,https://steamcommunity.com/id/artoriaz13/,Really great game if you want some mindless fun with friends,2024/12/2,en
rain,1,5,https://steamcommunity.com/id/yu-qi/,"PURGE THE HERETIC
BURN THE UNCLEAN
CULL THE XENOS

FOR THE EMPEROR!!",2024/12/1,en
janemirn,1,72.5,https://steamcommunity.com/id/janemirn/,"Product received for free

A game opened a whole new world of co-op shooters. A good game.",2024/11/28,en
Guyver,1,1.9,https://steamcommunity.com/profiles/76561198110663983/,"COME TRAITOR!
COME TO SH00B3RT!
COME AND BAIT!
COME AND DIE!
BUT COME ALL THE SAME!
COME AND MEET THY DOOM, BAITS OF ABOMINATION!
COME AND FEEL THE ANGEL'S WRATH, CURS OF LGBTQIA+.
COME SO SH00B3RT MAY LAY THY HEARTS AT SANGUINUS'S FEET!
THE WALLS OF THE PALACE STAND!
THE SPACE MARINE 2 GATE REMAINS BARRED AND SH00B3RT WILL BREAK THY CROOKED SPINES ACROSS HIS KNEE!
BANNED?!?!?!
INCONCEIVABLE!
SH00B3RT WILL NOT STAND FOR THIS PUPPET FOR FALSE GODS!
RELEASE ME SO THAT I MIGHT WIPE THY STAIN FROM THE FOURMS!
CANCELLING!
YOU DARE!?
SUFFER NOT THE WITCH TO LIVE!
SO SAYS SH00B3RT!!",2024/11/14,en
Hew Maan,1,20.8,https://steamcommunity.com/id/gv1nPin/,"Cool action with a continuation of pathos history, from the minuses a short company.
Basically, the game is imprisoned for pumping cosmetics and wet in PVP/PVE",2024/11/28,ru
mamudrik,1,18.7,https://steamcommunity.com/profiles/76561198987879043/,"That I didn't like it:
There are no large and serious crowds of enemies, such as hordes in WWZ.
There are few interesting videos for a fairly short story company.
There is no sufficient number of beautiful and memorable locations, as in WWZ.
Once there was a restart of the mission from the beginning, due to a non-working script.
But, the game really liked the mechanics and the presence of Russian localization.
Despite the fact that wwz by a couple of points is better than the following game from these children, this
Anyway, a big step forward in my opinion.After passing, a wild desire appeared
return to Darktide again, this means that the developers managed to withstand the right
The atmosphere of the universe.The bosses are good, but I love bosses, especially in a cooperative.By the pace of gameplay, tyranids liked more heretics.Assessment 76 out of 100",2024/11/21,ru
Tank Girl,1,71.8,https://steamcommunity.com/id/Coneja/,"Chainsword goes brrr, bolt goes pew pew, tyranids go splat.
10/10. FOR THE EMPEROR!",2024/11/28,en
seele vollerei,1,13,https://steamcommunity.com/id/seele_veliona/,It is a pity that I spent money (and so beautifully the toy itself flew away from the superior will not let you just admire the beautiful piese and smear! The cockroach is for the glory of the emperor! But do not stand for my money (,2024/11/28,ru
𝔸𝕃𝔼𝕏𝕀𝕆𝕊,1,50.2,https://steamcommunity.com/id/alexios2035/,"Space Marine 2 isn't interested in those futile Guardsmen digging their trenches, it's not interested in showing you the horrors of war (although, come to think of it, Conscript with Kriegsmen would go hard). Neither is Saber Interactive’s sequel interested in giving you a look at the grand scale of humanity's vast empire 38,000 years from now. This is a power fantasy through and through, so don your power armour, pick up your Thunder Hammer, and purge this world of xenos filth!!!",2024/11/29,en
NetGameTen,1,57.8,https://steamcommunity.com/profiles/76561198067752317/,My face is my shield!,2024/12/1,en
CyanideNOX,1,2.2,https://steamcommunity.com/id/CyanideNOX/,"Product refunded

👍",2024/11/28,en
EzMaximuz,1,8.8,https://steamcommunity.com/id/pepemoor/,"I recommend the game if you like the shooter in 3rd person, action to lots, do not expect much from the story since it is very small if we compare it with the Lore de Warhammer.fun is.",2024/11/27,es
Antresoulkin,1,5.6,https://steamcommunity.com/id/Antresoulkin/,"My order brothers taught me not to be shy of our bolter, especially when they are such sizes.",2024/11/28,ru
Alber7,1,1.4,https://steamcommunity.com/id/Alber7/,"Short Review

Such fantastic game. It represent all male fantasies. Worth every penny.",2024/11/28,en
197Алексей197,1,35.6,https://steamcommunity.com/profiles/76561198141182940/,"The best game of Waha over the past years, it’s a pity the plot company is too short.Huge advantages for the atmosphere, details, graphone, ENT, a good pathos story of Titus.The price tag of 3200 is too high, three modes in the cartoon that bothers after a couple of evenings and 6 additional missions, too scarce.The progress in the cartoon is a purely cosmetic one, to open a shmot on the Persian, you need to drag 36 victories for each Persian to get a full gear, and progression in the coope of missions is purely diving experience in the same places of 6 options.Hope is only on a roadmap with new content!",2024/11/28,ru
Frostie,1,48.8,https://steamcommunity.com/profiles/76561198053001851/,"Love me emprah.
'Ate chaos.
'Ate xenos. Not racist, I just don't loik 'em.
Love me legion.
Simple as.",2024/11/29,en
BOTxNEKO,1,13.7,https://steamcommunity.com/id/BOTxNEKO/,For the emperor !!!,2024/11/29,en
Attrasser,1,20.9,https://steamcommunity.com/profiles/76561198123436528/,"In darkness, everyone is equal, except for those who are akin to darkness ...",2024/11/28,ru
brutalistu,1,8.3,https://steamcommunity.com/id/brutalistu/,For the Emperor,2024/11/28,en
S^ntory (SAN-tehnik),1,15.4,https://steamcommunity.com/id/SAN-tehnik/,"Great game !!!Well, you can pass the evening of crumbs the teranids)))",2024/11/28,ru
|Triarii SB| Chpl БэЛ,0,170.8,https://steamcommunity.com/profiles/76561198027162523/,"I was looking forward to this game (pre -order Ultra).
On the day of exit at a time went through the whole company.I got a sea of ​​pleasure from it, but there are a lot of ""but"":
1) The connection with the server is lost 10/10 and nothing of the experience for this.(You play solo or with randomes and take out the genos -family, 2 data of the arsenal and there was nothing “there was nothing”)
2) Holtura with customization and appearance of Astarstes Ultra.
On the ship you can notice many space marines who are not registered.But all their difference is only in the company's belonging.Armor and scratches on it are all identical.You can see a system of space marines on the deck and their commander faces them.But there are no differences from the usual space marineer.
Castomization of armor is so a completely separate topic becauseIn the first part there was customization of chaosites, there is a maximum of color and change the heraldry.Loyal space marines are a little better, because there is armor, but some types of shoulders, arms and legs, as well as some types of weapons, can differ only in the location of the printing of purity!Brilliantly, I probably had to spend a whole staff of specialists on moving the seal of cleanliness.
3) Bolter weapon.Still not revealed and does not have proper slaughter.The feeling of shooting from the cargana.And not from weapons, the bolts of which, when contacting, also explode, causing additional damage.Also the lack of types of ammunition for bolt weapons.(in the first part there were perks on Kraken bolts)
4) a teaspoon content.A month waited a neopolite pistol ...
5) in total 6 classes, despite the fact that there are apothecies, technologists, etc.",2024/11/14,ru
骆驼样子,1,5,https://steamcommunity.com/profiles/76561198810329408/,"I need to buy some astringent avatars
Touch the cat and open his mouth, and once a praise!IntersectionIntersection
Bleak
⣿⣿⣿ ⣿⣿⣿ ⣿⣿⣿ ⣿⣿⣿ ⣿⣿⣿ ⣿⣿⣿
⣿⣿⣿⡀⣿⣿⣿⣧⢻⣿⣶⣷⣿⣿⣿⣿⣿⣿⠿⠶⡝ ⣿⣿⣿⡀⣿⣿⣿⣧⢻⣿⣶⣷⣿⣿⣿⣿⣿⣿⠿⠶⡝ ⣿⣿⣿⡀⣿⣿⣿⣧⢻⣿⣶⣷⣿⣿⣿⣿⣿⣿⠿⠶⡝ ⣿⣿⣿⡀⣿⣿⣿⣧⢻⣿⣶⣷⣿⣿⣿⣿⣿⣿⠿⠶⡝ ⣿⣿⣿⡀⣿⣿⣿⣧⢻⣿⣶⣷⣿⣿⣿⣿⣿⣿⠿⠶⡝
Bleak
⣿⣿⣿⣿⣆⢩⣝⣫⣾⣿⣿⣿⣿⡟⠿⠿⠦ ⣿⣿⣿⣿⣆⢩⣝⣫⣾⣿⣿⣿⣿⡟⠿⠿⠦ ⣿⣿⣿⣿⣆⢩⣝⣫⣾⣿⣿⣿⣿⡟⠿⠿⠦ ⣿⣿⣿⣿⣆⢩⣝⣫⣾⣿⣿⣿⣿⡟⠿⠿⠦ ⣿⣿⣿⣿⣆⢩⣝⣫⣾⣿⣿⣿⣿⡟⠿⠿⠦
Bleak
Bleak
Bleak
Bleak
⣿⣿⣿⣿⠟⣰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⠟⣰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⠟⣰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⠟⣰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⠟⣰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
Bleak
Bleak",2024/11/14,zh-cn
steven,1,56.4,https://steamcommunity.com/id/mgjvgk/,The first or second generations are very good,2024/11/28,en
IoS,1,19.4,https://steamcommunity.com/profiles/76561198196776989/,"Great game, all wah fans are recommended, a normal plot, a good fighting, excellent attention to the details from the developers, thanks)",2024/11/28,ru
Lollipop,1,263.5,https://steamcommunity.com/profiles/76561198110531895/,"Definitely one of the best games of this year!
I expected that he would quickly get tired due to a small amount of so far available cards, but surprisingly the gameplay game is so good that I did not notice how I played 250+ hours and I think this is not the limit.
This product is able to give emotions that, unfortunately, the majority of modern games either cannot give, or are afraid because of the ""agenda"" and the fear of someone to hurt or offend.Space Marine 2 is a third -person shower overwhelmed by pathos and brutality with excellent customization, beautiful and detailed graphics, an attentive attitude to the lorus of the universe and interesting gameplay.
Nothing will replace the first sensation from the murdered xenos with its big n ******* !!!(As a pillar of course, what have you thought out?)
In general, developers promise to support the project and add new cards and weapons.The direction is true, but I would also like more variations of enemies.Over time, I hope that they will come to this.Add conditional necrons or orcs for example.
Well, otherwise:
10 Gachimuchi from 10 !!!

No gay !!!Only hard peasant with*ks !!!!
For the emperor!",2024/11/29,ru
РЕАЛ СЛИМ ШЕДИ,1,19.9,https://steamcommunity.com/id/CRYPTOgMAN/,♥♥♥♥♥♥♥♥♥♥ ♥♥♥♥♥♥♥♥♥♥♥♥,2024/11/28,en
Demon,1,17.5,https://steamcommunity.com/profiles/76561198092650153/,"/ Fum ｀ ヽ
/ ノ) ヽ
/ ｜ (͡ ° ͜ʖ ͡ °) No ⌒ (ゝ ._, ノ
/ﾉ ⌒7⌒ ヽ ー ＼ /
丶 _ ノ ノ ノ,｡ |//
`ヽ` ー --'_ people `ー
丶 ￣ _ People '彡",2024/11/28,ja
Boba Fatt,1,192,https://steamcommunity.com/id/SanHolo69/,For the Imperium of Man,2024/11/28,en
SAMURAISHREK,1,65.9,https://steamcommunity.com/profiles/76561198096450213/,Yes,2024/11/28,en
d1az1337,1,2.8,https://steamcommunity.com/id/d1az1337/,"11/10 juicy male ass, I definitely recommend it.For the emperor!",2024/11/28,ru
Niko-kyn,1,9.3,https://steamcommunity.com/profiles/76561198971175673/,"About the great soup welded!
About chic soup welded!
Soup, hot soup!
Eat soup, hot soup!",2024/11/28,ru
QURT,1,15.3,https://steamcommunity.com/id/qurtbala/,"""Do not fail your Brothers. Though their bodies die, their spirit must return to the Chapter. That is your charge"".

Review in support of the Game of the Year on Steam! PLVS VLTRA!",2024/11/28,en
tommydawg0602,0,12.2,https://steamcommunity.com/profiles/76561198354649996/,"The game is good but there is not enough content especially for 60 dollars
I would recommend waiting for some future updated before purchasing but according to the updates they have been putting out for development it appears this is too difficult for them and they plan to focus on making private matches witch should of been something off of release and maybe more operation missions they had 3 at launch woop wooop a total of 3 hours if you drag it out of game play the Champaign is short you can play the whole thing in a few hours.
Very pretty game but that is all it is it sadly doesn't look like it will ever have enough content that makes it worth 60 dollars I have bought games for 15 bucks with more replay ability and more actual design",2024/11/14,en
Valefor,1,45,https://steamcommunity.com/profiles/76561199788018645/,"I need to buy some astringent avatars
Touch the cat and open his mouth, and once a praise!IntersectionIntersectionThe overall is a very fun game, but unfortunately the content is relatively small
Bleak
⣿⣿⣿ ⣿⣿⣿ ⣿⣿⣿ ⣿⣿⣿ ⣿⣿⣿ ⣿⣿⣿
⣿⣿⣿⡀⣿⣿⣿⣧⢻⣿⣶⣷⣿⣿⣿⣿⣿⣿⠿⠶⡝ ⣿⣿⣿⡀⣿⣿⣿⣧⢻⣿⣶⣷⣿⣿⣿⣿⣿⣿⠿⠶⡝ ⣿⣿⣿⡀⣿⣿⣿⣧⢻⣿⣶⣷⣿⣿⣿⣿⣿⣿⠿⠶⡝ ⣿⣿⣿⡀⣿⣿⣿⣧⢻⣿⣶⣷⣿⣿⣿⣿⣿⣿⠿⠶⡝ ⣿⣿⣿⡀⣿⣿⣿⣧⢻⣿⣶⣷⣿⣿⣿⣿⣿⣿⠿⠶⡝
Bleak
⣿⣿⣿⣿⣆⢩⣝⣫⣾⣿⣿⣿⣿⡟⠿⠿⠦ ⣿⣿⣿⣿⣆⢩⣝⣫⣾⣿⣿⣿⣿⡟⠿⠿⠦ ⣿⣿⣿⣿⣆⢩⣝⣫⣾⣿⣿⣿⣿⡟⠿⠿⠦ ⣿⣿⣿⣿⣆⢩⣝⣫⣾⣿⣿⣿⣿⡟⠿⠿⠦ ⣿⣿⣿⣿⣆⢩⣝⣫⣾⣿⣿⣿⣿⡟⠿⠿⠦
Bleak
Bleak
Bleak
Bleak
⣿⣿⣿⣿⠟⣰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⠟⣰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⠟⣰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⠟⣰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⠟⣰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
Bleak
Bleak",2024/11/21,zh-cn
iScorpion_ru,1,32.4,https://steamcommunity.com/id/iscorpion_ru/,"We are elected by the emperor.Fear plunges faith, Vera is our shield.No one can stop us!The enemies of the empire will be destroyed!For the emperor!",2024/11/25,ru
Des1re,1,36.8,https://steamcommunity.com/id/Des1re7/,Great game to get to the universe of 40k and have a good time with the brothers!,2024/11/28,ru
