Nickname,Title,Play Hours,Profile Link,Comment,Date,Language
colonel_ros,0,55.4,https://steamcommunity.com/profiles/76561198075318412/,"Greetings Battle-Brothers!
-----------------------------------
Addendum to original submission, due to outrage from Inquisitorial conclave.
-----------------------------------
Let us review the game as a whole (newest update included):
Story:
Excellent, although it seems that some footage from several servo-skulls went missing.
Low initial mission count, supplemented by same number of operations (meant for multiplayer)
Score: 6/10

Visuals:
Relay congratulations to the Artists, Remeberancers and the Tech-Priests.
Score: 10/10

Lore:
As it should be. Personal note: Not sure why a race such as the *Redacted* would have a device that actively empowers warp rifts.
Score: 9/10

Connectivity:
Needs polish. It seems sudden and unpredictable Warp-storms are causing havoc with the Astropathic choir. Sometimes the Astronomican is barely visible.
Battle-Brothers are losing connection and are unable to join their squads, which is endangering mission continuity.
Score: 5/10

Multiplayer:
PvE element fun and satisfying. With several inconsistencies which currently appear to been worked on.
Score: 6/10

PvP element. Found an archeo-tech note which reads ""Not Great, Not Terrible""
Score: *Redacted*

Customization for Space Marines:
It would seem that members of *Redacted* have stolen most other Space Marine Chapters actual Gear.
For now it seems that the Tech-Priests are repainting Ultramarine's armor and presenting it as other Chapters armor. Level of heresy is high, but acceptable until actual armor pieces are found.
Score: 4/10

Summation: Game is good and developers should be praised for what they have created.
With enough polish and additional work it would be an Excellent game. However there are several questionable decisions on release which probably are related to business decisions for content which require to be further scrutinized.
Final score 6.5/10
Original recommendation: Yes

Report submitted to Chief Interrogator.
The Emperor protects!

----------------------------------------------------------------------------------------------
Post-Update Review
----------------------------------------------------------------------------------------------
Here is my take on the current situation of the game:
- New Level - Very Good
Level design is great, new Bio-Titan is Awesome

- New Difficulty - Report to the Inquisition -
New Enraged status for Majoris is good;

Cohesion ""Leash"" - bordering on Heresy- Snipers, Heavies, Vanguards and especially Assault are getting penalized for their play style. The first too are supposed to be in the back providing fire support, the other two are supposed to be in the tick of it. -
Recommendation: Rethink the design, perhaps based on what classes do best and how they can compliment each other. Positive reinforcement is better than negative.
Examples:
Knife in the Dark -

When the Sniper and the Vanguard are in Proximity range knife damage and/or speed and/or cleaving is increased

Overlapping fields of Fire -
When the Heavy and the Tactical are in close proximity, bolt weapons damage is increased for both Marines.

There! That one! -
When the Tactical and the Sniper are in close proximity Sniper Riles deals significantly more damage to Auxpex Scanned enemies

Thunder and Fury -
When the Assault and Bulwark are in close proximity power weapons deal more damage and/or have increased attack speed

Fangs of Fenris -
When two Marines are in close proximity Chain weapons have increased cleave and/or damage

Shield against the Filth -
When the heavy and the Bulwark are in close proximity the The Iron Halo becomes a sphere and has increased ranged

Downtime after death - High Heresy -
Recommendation: For an action pack game where every second counts 120 seconds should be the absolute maximum no matter what new difficulty is introduced.


Balance changes - High Heresy -
Armor changes - Seems good.
Ammo changes - Seems good.
Recommendation: Reconsider some nerfs except the Tactical's scanner, buff the under-performing weapons instead.

Report submitted to Chief Interrogator.
Until the Heresy Levels are lowered recommendation for the game is a NO.
The Emperor protects!",2024/10/18,en
The Zuggy,0,90.6,https://steamcommunity.com/id/6969789/,"Terrible patch. Not thought out. They claim the game is ""too easy"" and their solution is to nerf the players. If only there was some kind of... swarm engine that was capable of spawning thousands of enemies at a time that they could use to deliver the horde fantasy that was promised.

Just so everyone is clear, only 15% of the player base has even completed a single tier 4 mission. They made these nerfs knowing this AND releasing 5th tier of difficulty at the same time. Pre-launch the company promised to release patch notes before they went live to receive feedback and they haven't done this a single time. This is what happens when you are out of touch with your player base.

Make marines not paper, make enemies not bullet sponges, make difficulty sliders more enemies and not enemy hp / damage. Buff the 90% of weapons that are unusably bad. Remove the ""coherencey"" change. Un-nerf player armor. Buff useless class perks, buff useless weapon perks.",2024/10/18,en
MEVENho,1,26.1,https://steamcommunity.com/id/MEVENho/,"My wife said that if this review gets 1000 likes, we will name our son Guilliman.",2024/10/22,en
Ailin,0,186.2,https://steamcommunity.com/profiles/76561198985016337/,"This is never what I want. I never thought of playing a bad review. We once wiped out the horrible Terren Zerg, but you betrayed us and betrayed all our combat brothers. You stole the power of the combat brothersAnd strengthening the Termisan, Star Warrior 2 has only one chance to rise. If you do not seize it, let the angry players complete!Let the tide of bad reviews start!From the Steam store's comment area to the edge of EPIC, let the comment area boil!Let the praise rate fall!Even if every drop of blood from the fighting brothers, we have to see that Star Warrior is strong again!If we can't save it from your failure ... then let the praise rate burn!",2024/10/18,zh-cn
Baffin,1,147.4,https://steamcommunity.com/id/baffinrider/,"For the emperor!

Warhammer was never a fan, but here I thought that the game became very meme and popular and decided to buy it.The price of course - the toad is strangling, but honestly did not regret the money spent at all, moreover, he gave two more friends.So after a long time I can roll out a full review

Plot

It is nice that to understand the plot to be a waja fan is completely optional, in principle, everything is already extremely clear, especially for a person who plus minus saw a couple of memes with a waja and decided to buy the game.However, I will not say that the plot was wildly impressed or made to the core - but in my opinion there is no need for me.The game is a cross between the Duma and Kveik, in fact, in view of this, with its task, to demonstrate to us the most detailed carpencies of xenos, it copes perfectly, I do not think that you need something more.Although, of course, there is not enough good soundtrack, in my opinion something in the style of the Duma would be very out of place.The campaign itself recalls those times when single games were simple and good, without any homesproof or complex morals.Unfortunately, the passage itself occupies only Kolo 10 hours, and in general, as such, the campaign is not very difficult, especially if you go in coopeous even on the highest difficulties.

Multiplayer

The most pleased the operations in which I lingered for a long time.Firstly, a fairly wide selection of weapons and classes with different abilities with the possibility of pumping everything and everything.Secondly, the levels of difficulties where the highest difficulties can really represent a challenge.It is unfortunate that they removed the mechanics from mortal complexity, in which the armor was not restored if you were not far from the detachment - in my opinion, after this change it became too easy to play (given that I went on this complexity almost all operations in its still old form).Otherwise, here you can, in principle, linger for a hundred, play with friends, kill xenos.
As for PVP - it is, in principle, not bad, but there is no variety of modes, and I personally do not really like PVP with high TTK.In a word - for an amateur.Limited customization for chaosites is upset compared to the Imperials - I hope in the future they will add much more.


In general, the game is recommended for purchase, regardless of whether you are a warster fan or not.If I bought doom 2016, do not hesitate, buy it.",2024/11/4,ru
Stupid Lizard,1,211,https://steamcommunity.com/profiles/76561198168774453/,"/Confirmation
/Access level: adeptus Astartes
/Access is allowed

/Data type: negotiation record
// Fighter identifier C008.1.337;Fighter identifier C008.1.322

- Do you feel?
- What?
- Do you feel?
- Why?!
- This smell.This is the smell of burnt tyranids, a bro.Nothing in the world can compare with him.And I happened to see everyone.And the orcs were soaked, and they fought with chaos, some blue-hearted pounds, even the moron Eldars fell.Once our detachment caused a bombardment in its position and our coordinates bombed 12 hours in a row.And when we got out of the shelter, there was not a single soul to the horizon, even the corpses of tyranids were not left.And this smell.Everything was saturated with him.It was the smell ... Victory!
- Do you think this war will ever end?
- Ha, no.Come on, eat a stew from Maxim and drove further.",2024/11/12,ru
Strange Festive,1,209.3,https://steamcommunity.com/id/StrangeFestive/,"They fixed it, and its really fun",2024/10/18,en
shokakuprprpr,0,100.5,https://steamcommunity.com/profiles/76561198245079406/,"The following are some personal shattered thoughts based on the play experience, which only represents personal opinions.
I first released the standard version of the player, because I am my understanding and interest in the 40K worldview, pulling my friends into the pit.Because it is played for the purpose of PVE, before the first difficulty, you can brush all the occupations to level 25 and have at least one set of sacred equipment before the first difficulty.
Personally feel at the initial version.The difficulty mainly comes from excessive damage of the enemy and the lack of medical supplies, but most of the occupations have additional recovery methods such as hot melt/grenade, laser excessive treatment or skills, although it limits the diversification of the installation and part of the game part of the game part of the game.Fun, but with the freshness of different equipment and occupations, there is still a certain gaming experience.At the same time, because it is a new game, I personally think that in subsequent updates, some more weak weapons or occupations will be adjusted.
And the balance brought by the subsequent update. I think it is a good update. Although excessive treatment is repaired as a bug, a series of weakening of the enemy's weakening of the enemy and the change of the mobs back of the mobs have also increased to players.Tolerant, at the same time, make some original career (jail: do not CUE) also have the fun of the game.This also makes me look forward to the update of the second season.
However, 10.17's update cannot be said to be very failed, it can only be said that relying on the structure.After the update, I played three online games with my friends, and I made three single brushes myself.
First of all, talk about one of the new mechanisms of the new version of the new version of the N5 difficulty. After leaving the teammates, a series of recovery of the armor does not take effect after leaving the teammates.Methods, but the designer of the military knife gives a short distance as the cerebellum hemiplegia. A sudden thorns when the melee character is underway, which will be rushed out of the distance, which directly leads to ""melee professions want melee"" and ""remote.If the occupation wants to output a relatively few places "", the armor will not be able to return. Unless your team compositions as a whole combat or a full remote, at least one player will be inIn the state, even teaming with friends will not have a good game experience.
If N5 is a challenging difficulty for a few players and has a certain reason for the poor balance, the next change will also affect the first four difficulties that have already had a certain good experience.
Update the decrease in armor, N3 -10%, N4 -20%. This change makes the player's blood volume fault tolerance rate back to the level before the version enhancement.Originally, players like me should have a little impact, but the changes in the monster mechanism below to make the game experience have been stepped down.
Secondly, the change of the monster mechanism. After the change of monster mechanism changes, the number of elite monsters has significantly improved. Taking N3.N4's purgatory as an example, the casual one on the road may be brushed out of about 10 and one at the same time at the same time.The pile of elite monsters, and the frequency of the attack of remote monsters has been greatly strengthened due to the huge number of quantities.If the melee monster can still rely on the skilled bomb to be unparalleled in the strange pile, then the long -range monster is as disgusting as throwing shit on your face.Elites close to the number of two hands are remotely playing the ""iron wire"" restrictions and standing piles on the ground. Some of them are unwilling from time to time, and some are constantly firing scattered bullets for suppression.Try to use melee, the cut targets are delayed at the back and delayed time.As for remote shooting, except for OP weapons such as grenades and plasma, it is even more impossible to win the strange sea in the blood.The armor mentioned above is reduced. In conjunction with the production team, the money who issued the resources issued by the medical package was left to the mother to buy the ashes to cause the suppliers to be too small.Missing fault tolerance and injury have further decreased the experience.
In addition, the melee damage of melee weapons that exists at the time of sale can only be damaged by the fight against the fight.Melee weapons charge damage to this kind of almost no use method to perfunctory, which greatly reduces my enthusiasm for the game.
Overall, my evaluation of the current version is: can play, but it is not necessary.
As a player who loves 40K IP, I can wait for the update with less content. I hope that the game can be better and better.But for the fool's sword, I just want to say that I play this game because it is 40K IP. You Saber stepped on a horses and shit.Don't play your own game like WG and BVVD next door?Can you see what you want?Where is the place where the balance is perfunctory, and then a bunch of rotten trials to visit the player bottom line?2024/10/19/1: 30",2024/10/18,zh-cn
Rega,0,115.3,https://steamcommunity.com/profiles/76561198128525073/,"It is the same as the Arrow Head before reflection, not to strengthen the block, but not to enhance the blocks.",2024/10/18,ja
Joeker,0,44.5,https://steamcommunity.com/profiles/76561197990492878/,"Stop nerfing PVE games!! Give us fun, we are supposed to be Space Marines not mortal humans. Learn from Helldivers 2 and actually make calculated changes that are fun for the players.",2024/10/18,en
treypat,1,42.7,https://steamcommunity.com/profiles/76561198396682198/,"I absolutely love this game... but man is it extremely frustrating to play an operation for close to 45 mins and it crash on the last stretch. Was playing the newly released operation for the first time and it crashed the second I got to the Hierophant. I have a very powerful computer so this should not be such a problem. Please fix your game. I cannot bring myself to try again, people's lives are too busy to be gambling 45 mins away every time they boot up your game.",2024/10/18,en
Admonitor,1,101.2,https://steamcommunity.com/profiles/76561198026141872/,"It seems they fired their masochistic balance team and got someone in charge who actually plays the game. More balance changes are needed, but a change into a good direction is all I needed to see. I highly anticipate the further development with renewed optimism.",2024/10/18,en
Revius,1,35.6,https://steamcommunity.com/profiles/76561198020008002/,"Fantastic game I recommend it to all players who love to destroy their opponents and want a challenge, and most importantly no Woke and LGBT madness agenda",2024/10/28,en
SDMOMO,0,58.8,https://steamcommunity.com/profiles/76561198151606167/,"The new fatal difficulty uses punishment to limit the player’s way of playing,
The player cannot be executed for more than 5 steps apart from 5 steps? The enemy who is angry cannot be hit? Have you ever played the game of the development team?
The punishment mechanism allows the assault soldiers to the displacement skills of the Pioneer.
The project that should not be repaired by the shotgun is not repaired, and it should not be repaired.
Developer Note:
After the development team noticed that the 3rd version of Patch, the cooperation operation became significantly simpler, especially the chaos mission.They are satisfied with the current changes, because the previous chaos mission is not popular.Nevertheless, [Developers believe that the current action model is still a bit too simple, and it will continue to monitor and adjust these changes, which is not the last change.]
It should be the last time for me to go to the super earth to defend democracy.
------------------------------------------------ ---------------------------
From the official Patch 4.1 text, you can see how strange this team is,
The game balance of a development team has not been seen yet based on the customs clearance rate as the judgment. It also claims that a lot of feedback has been received, indicating that the game has become too simple.
The mosquito leg value (5%~ 20%) of the mosquito legs of the shotgun family is not repaired with the hot -melt gun and the closer bargain.
Strongly suspected that the development team was controlled by gene stealrs.",2024/10/18,ko
FrostBane,0,11.5,https://steamcommunity.com/id/Scp_303/,"Its honestly not a terrible game. The campaign is decent enough, and i did like the characters a good bit. But the gameplay, especially in Operations is rather shallow. It doesn't sell that power fantasy of being a Primaris Ultramarine. Many weapons do not feel good to use and the build diversity is rather shallow. The depth of mechanics is also quite shallow as well, Exemplified by a single key press letting you basically take your hands off the keyboard for a second or two because of a drawn out (albeit badass) execution animation. Lacks good horde numbers too. There just isnt enough enemies to sell me on the fact im facing a world ending threat.

Is it a bad game? Absolutely not. if you do buy this there is a good chance you'll enjoy it. But at 60 usd i cannot personally say its worth the money until they add.. More. More Builds, More Depth, More Missions.
Its a mid game that costs too much in my opinion.",2024/11/12,en
CallMe_Evo,1,42.2,https://steamcommunity.com/profiles/76561199536967878/,Great game. Finally some masculine game about badass men without LGBT bullcrap scince few years,2024/10/31,en
Me_Who_Else,0,42.3,https://steamcommunity.com/profiles/76561198027310470/,"Oh yes. Lets nerf the players in PvE. What could *possibly* go wrong? Said no one ever at the studio and implemented the nerfs.

Edit: 4.1 Changed a lot need to play before turning it to yes.",2024/10/18,en
tarzipan112,0,154.1,https://steamcommunity.com/profiles/76561198057210048/,"A really good and crispy game with a nice learning curve.
Also suitable for the end of the day and always just right from the stress level
Not anymore!
Thanks to the developers for this great patch.I don't know who said here the game is too light or boring.
A new difficulty level should have been enough.Then the professionals can let off steam.It is not clear to me why the whole game was made heavier.
Since the patch only frustration",2024/10/19,de
SchindlersFist,0,159.3,https://steamcommunity.com/profiles/76561198049654076/,"They have appeased the soulsbrain tryhard CBT masochists . . . by ruining the enjoyment for the other 95% of players.

Why did you change animation frames? My muscle memory is useless now and I'm 80 hours in. Thanks Sabre.
Why did you make the bullet sponges even spongier? Bolter rounds should not hit with the same stopping power of a BB gun . . . especially on the two easiest difficulties.
Why did you make each difficulty more difficult? Seriously they were fine, add Lethal and maybe an even worse difficulty called ""Lore Accurate"" or something.
Why punish new/casual players to appease a tiny minority that already maxxed out each class to 25? They're gonna drop the game and go back to Elden Ring, then you'll have no players left, no new purchases, and no DLC sales.
(This patch ruined any chance of me spending more money on SM2)

They fixed armor leashing but that's pretty much it. The game still sucks.",2024/10/18,en
ShubDrub,1,47.8,https://steamcommunity.com/id/ShubDrub/,"What is your life?
My honour is my life.
What is your fate?
My duty is my fate.
What is your fear?
My fear is to fail.
What is your reward?
My salvation is my reward.
What is your craft?
My craft is death.
What is your pledge?
My pledge is eternal service.",2024/10/25,en
Opiumazer,0,133.1,https://steamcommunity.com/profiles/76561198007887662/,"Réédit Patch 4.1

(partially set to 4.1) 1st big error: nerve of ammunition.They have buff several weapons from the 4.1 patch, the values ​​do not look high.On the other hand the ammunition is always limited in the ammunition covers for the big difficulties, it is too penalizing for one of the classes which does not have a corp corp.For my part, it's just to make the difficulty annoying, and not difficult, it's up to you.

(Always present at the 4.1) 2nd big error: the nerve of armor in the higher difficulties, there it is strong, we were already taking overall more damage due to the number of enemy which increases, and in some cases we wereAlready exploded as it should, even having the right reflexes.At the last difficulty, it's completely lunar, we become a real chips, I even see the interest, we take dear even by defending ourselves well, we are not ""rewarding"" with the game while playing well, it is not used strictlyNothing, it's just frustrating

(set to 4.1) 3rd big error: squad mechanics (adjusted)

(seems set to 4.1) Other errors: powerful enemies flood (several extremis)

They have corrected a few things in 4.1, but it is still not as well as before the Patch 4 of what I have seen for the moment.They did not do like Arrowhead with Helldivers 2 that's already it, but I don't think everything is still well settled.I still do not have fun like the front patch 4, I would say that it is mainly because the average players can no longer make T4 without constantly having to be assisted, it is especially what makes my parties biting because'It is necessary to constantly pl the dummies",2024/10/18,fr
МАШИНА,1,33.9,https://steamcommunity.com/profiles/76561198881072001/,"Great game, with beautiful PVE components, the possibility of a cooperative game even in the company;The textures in the game are excellent, the latest missions of the company are especially beautiful (of the minuses of graphics, only a strange -looking swarm of flying xenos).If you want to destroy the crowds of enemies with a sword-Benzopila or frantically hammering the button of evasion in a battle with a miniboss, which will endlessly attack exactly the attack from which you can only dodge, you will like this game",2024/10/26,ru
Anzahl-M,0,150.3,https://steamcommunity.com/profiles/76561198325991802/,"This is never what I want. I never thought of playing a bad review. We once wiped out the horrible Terren Zerg, but you betrayed us and betrayed all our combat brothers. You stole the power of the combat brothersAnd to strengthen the Termisan, Star Warrior 2 has only one chance to rise. If you do not seize it, let the angry players complete!Let the tide of bad reviews start!From the Steam store's comment area to the edge of EPIC, let the comment area boil!Let the praise rate fall!Even if every drop of blood from the fighting brothers, we have to see that Star Warrior is strong again!If we can't save it from your failure ... then let the praise rate burn!
Let The Galaxy Burn![cube_ anger]",2024/10/18,zh-cn
CrimsonDucker,0,37.6,https://steamcommunity.com/profiles/76561198278714321/,"Great game, combat feels heavy, which I absolutely love, but I cannot understand the ""balancing"". Half of the map I have to run without any ammo left in my weapons and god forbid a mini-boss spawns because I'll be running be into the previous sector, if I could, but most of the time it is locked off already as ""the point of no return"". Having no ammo doesn't make the game more ""challenging"", just more frustrating. I'm sorry that I'm trying to have fun in a shooter game by using my weapons and ammo.",2024/11/8,en
Sanguinius,1,124,https://steamcommunity.com/profiles/76561198131139737/,The game developers actually care and listen to us. I highly recommend this game,2024/10/18,en
Mathazzar,1,114.6,https://steamcommunity.com/profiles/76561197972499254/,"Edit 10/28/2024 - Patch 4.0 rolled back some of the..worst changes. However, Chaos is still incredibly unfun to fight for the below reasons. They mention things like win percentages, but I wonder if that's Chaos and Tyranid missions lumped together. The buffs to bolters are..lackluster. They still remain the option for someone wanting to shoot themselves in the foot. I'll mark it recommended but hestitantly.

I won't lie. It was pretty bearable at release but.. I don't really know what the devs are doing in regards to balance and I don't think they know either. Everything I'm about to write is taken from someone who runs 90% difficulty 4 of 5 (Ruthless) and has their survivor helmet from the Lethal (5/5) missions. And this is all for PVE only.

They've done balance passes nerfing the damage on weapons when most of the weapons are already pretty bad.

Chaos majoris are the examplars of this poor design. They can teleport around in an instant. You will need to do about a dozen or two full melee combos to down them but, they can teleport away without warning.

The flamer chaos marines are the worst of the worst. They can teleport without warning in the middle of your combo, charge up a dodge only attack while you're still in an animation that you can't animation cancel out of, and reduce your armor and a good chunk of your HP near instantly. Even if they don't teleport, your dodge roll is shorter than the AOE ring you need to flee from but you won't have time to do the second dodge roll before you're hit. They have incredible range but that doesn't matter because, again, they can teleport to you.

And you may think the answer is a gun. But because the guns have been near nerfed into the ground - you will need to spend multiple magazines per marine.

And they did do a patch that made fighting chaos ... not so bad. And then immediately rolled that back partially and amped up the grind by making us worse at fighting into it.

It's starting to feel that a very vocal minority of players at the upper band of skill levels are dictating the required skill level of all the average skill level players.",2024/10/20,en
Crom,0,61.8,https://steamcommunity.com/profiles/76561198070806781/,"Welcome to Space Divers 2.
Wallkle bottles will soon be lectured and lectures on game philosophy will begin.
Ascies on board Odo Bongo are broken and escaped.",2024/10/18,ko
Arv,1,49.7,https://steamcommunity.com/profiles/76561198072127207/,"What can I say, this is an excellent old -school jester.We will drive and connect!Old-free ultranasilia is available, cutting with a power sword from head to assholes, a sweaty hardcore in stock, the light of the Emperor’s god in ... hearts!",2024/11/11,ru
aky141,1,104.7,https://steamcommunity.com/profiles/76561198155254187/,"A Fun game in an era of rubbish,",2024/11/1,en
Ching cha !,1,79.6,https://steamcommunity.com/id/Tromash/,"Lucky us, the devs decided to follow the great example of Helldivers 2 on 'How to ruin your game by nerfing everything' :D
Edit: They rolled it back!",2024/10/18,en
