Nickname,Title,Play Hours,Profile Link,Comment,Date,Language
Doug Dimmadude,1,307.1,https://steamcommunity.com/profiles/76561198036479882/,"Hate the xenos
Hate them heretics
Hate daemons

Love me brothers
Love me chapter
Love me Emperor

Simple as",2024/9/21,en
badday,1,66.7,https://steamcommunity.com/profiles/76561198060507617/,"Brothers and sisters!A dispute arose in our family.A son must be born.The wife suggested calling him Artem ..... categorically refuses to call his son a titus.She said ""if you put 100 fingers up, dick with you, you will be a title.""Help out, for the glory of the emperor!",2024/9/13,ru
EustiaAstraea,1,77.3,https://steamcommunity.com/id/himinomokoto/,"The emperor established the country to support people, and the world still blame the emperor.
I do n’t know the different end of the world.
The flickering madman was carried on the gun, and the Asian space had a sound.
From now on, how can purification be done.
Those who are afraid of abuse can kill!People who are raped can kill!
People of the sin can kill!People who dirt can kill!
Heresy infidelity emperor, the trial court said killing!
I did n’t come to the deer, Tyra lazily built a golden coffin.
The green skin of the worm is like a dog, and he always shoots the raccoons.
Kill killing, killing, killing
Cut and cut
Shooting and shooting
Blood sacrifice human emperor, the golden throne of the craftsmanship!",2024/9/26,zh-cn
Lightning Rider,1,3.7,https://steamcommunity.com/id/AngelMiner/,"Fans to work, server and online systems need to be improved.
A friend is completely different from a single player experience.
As a cloud war hammer 40K player, I read the text every day, and I listen to the explanations of others. Now I can play the game that played the Astart warrior.The handle) can feel the vibration from the power armor, and the chain saw sword tore the enemy plasma splash.
The production team is very loyal, and I hope they will switch to the world of 40K in war hammers.",2024/9/13,zh-cn
sexyarthur,1,29.6,https://steamcommunity.com/id/ipsimbff/,"great game to play with your friends, wish i had any",2024/9/13,en
Fastlane,1,173.7,https://steamcommunity.com/id/fastlanelive/,"The best cook of the great soup since Dawn of War and the contender for the game of the year.
He was pleasantly surprised when he found out that the studio for the most part consists of our St. Petersburg compatriots.
10/10 (9 points game, plus another point for achieving ""My Face is My Shield"")",2024/9/23,ru
Scraapmaker,1,47.3,https://steamcommunity.com/profiles/76561199082429652/,"EVALUATION: 10/10 - Best couple therapy game

If you want to test your wedding boundaries and find out how far their patience goes, this is the perfect game.At each level, my wife finds new creative ways to sabotage our progress.I've lost count of how many times I explained how to dodge the heretics, but it seems that she has a contract with the gods of chaos and wrong.It's hard to zero in the Angel of Death ...",2024/9/13,pt
Gryphonsha,1,278.7,https://steamcommunity.com/profiles/76561198028179963/,"It is very difficult to describe what the Warhammer is.It will be much easier to just survive the finale of this game.The fight of the Ultramarins against the Chaosites.I am sure that everyone who went through the campaign will understand me.
So cool, the guys managed to convey the very essence of Wahi that you do not believe in the reality of what is happening.Somehow, the developers managed to look into the hearts of fans.And your own hearts.For, I am confident that only those who sincerely love this universe could create such a work.This love is felt in everything.In each screw of the environment, in the rattle of power armor, in amazing animations.The breeds really wanted to do as it should.And they did it)

And not only the company is good.When playing PVE, I forgot that there is a plot.Passing the plot, I forgot that there is a online component.This game is a real pearl.Of course, a gift for all the wa lounds and the opportunity to discover this wonderful wonderful world to people from the side ... However, even let everyone decide.And in the meantime, I put on the headphones, cut the muzon and comb the bolter.It's time to bring a little righteous justice.In the name of the emperor, of course)",2024/9/14,ru
FryingPan,1,139.4,https://steamcommunity.com/profiles/76561198015800194/,"After the scene with holding the banner, I’ve had an erection that has lasted more than 8 hours. Should I seek medical help immediately, or can I finish a few more missions first?

I’ve already tried reading the Codex, but it only makes things worse.

Game is 10/10 Other then that one problem

Update (26/09/24)
Patch 3.0 Has only Made things worse it went away for a bit and then came back.",2024/9/19,en
Harpy,1,12,https://steamcommunity.com/id/WeebHarpy/,"Game about the destruction of insects and strong male friendship 💪

Read?Well done.Now take your chain saw, put on heavy armor and destroy all heretics in the name of the emperor, brother!",2024/9/22,ru
Organ_Thief,1,49.8,https://steamcommunity.com/profiles/76561199089318406/,"By the Emperor and Holy Terra, this is a very good game. 10/10



(Also the PVP is terrible but im here to kill xenos with my Brothers not to get killed repeatedly by max level traitor chapters)",2024/9/13,en
AnFbiAgent,1,93.3,https://steamcommunity.com/id/1supersecretagentman1/,"I think the game is great, but has a lot of design flaws that can definitely be fixed in a couple months if the devs are paying attention. I understand they had people to please by releasing it this early, but it could've used more time in the oven, as a bad launch can really sour a game's reputation (looking at you Darktide). I'd like to get my grievances out of the way before I name the positives.

Firstly, requiring internet and server connection for a game like this feels strange, and the enemies are definitely tied to the servers as they lag around if the connection is acting up. And not having some basic matchmaking functionality is very strange on release. You can't choose lobbies, you can't choose to host or join them, and you can't opt for a solo run; even worse, there is ZERO reconnecting to a match if you aren't playing w friends. If you get disconnected due to their server mishaps during a quick match, you lose your potential 30 minutes of progress. And on top of that, there is no kick prevention late into a match, so if you really wanted to kick at the very end, you could.

Second, it has terrible optimization all round; it loads horribly slow without an SSD, I have it on an NVME and it still loads slow sometimes. Performance feels really really low for a lot of systems that should run it at a steady 60 FPS no matter what. I have a 4060 ti and it definitely doesn't keep 60 FPS, it routinely drops to 40, not to mention any mid-range systems that can barely run the game in certain scenarios.

Third, is the combat system. It ALMOST feels good. Small enemies tear you up way more than they should ever, armor sustain feels weird in it's current implementation, and so does HP sustain. The whole bloodborne rally mechanic is fine, but there is almost no way to sustain HP outside of the overheal bug, and Apothecary/Bulwark's ultimate ability, 99% of the lobbies I queue on Ruthless difficulty do exactly that because of the current balance. You should get a 5% heal for majoris executions and 10% for extremis, and like 15-20% for terminus. That and the loadout drop pods should heal you to some degree. Armor should have to chipped away by small enemies, it should not be that tyranid warriors are less scary than a group of hormagaunts or shield tzaangors. And we should be able to animation cancel into a dodge roll from any animation, at reasonable frames, as well as cancel into a parry on certain animations. Parry into dodge roll should feel fluid too. being locked into things feels pretty awful sometimes.

The good stuff here has serious potential. The combat when it DOES work, feels awesome. There is a flow state you can find yourself in if the game is really working with you. The inspiration from other games really works with the way they constructed the game (save the dodge roll. Astartes would not GoW dodge roll, the Bulwark side step looks apt though), Between the Doom executions, the Gears of War combat style, and the spawn waves akin to the Tide games (elites, mini bosses, specials, chaff units. Which itself is inspired by the slightly more basic Left for Dead formula) they have something truly addicting with how it handles skill expression and SOMETIMES, difficulty. I like this game, but I would love it if they made some seemingly easy changes. They have the framework up already, so if they really care about their players, they'd make some number changes. Combat is a super easy fix. Matchmaking too. The optimization might take them longer.

Overall, get this game if you think it looks fun, but only if you have decent internet, and an mid to high end PC.",2024/9/16,en
ryanbai,1,41.7,https://steamcommunity.com/profiles/76561197974673732/,"The overall is good, but it is too short, and the weapon system itself has no highlights. I hope that the new chapters in the later period will not be sold in the form of DLC, otherwise I am too sorry for this price.",2024/9/15,zh-cn
Priest Kim,1,11,https://steamcommunity.com/id/libeccio/,"Since ancient times, the universe has been flooded, and the tennis nationality has established each other.However, in the endless interstellar, there is a great country, called the empire, and the great cause of human beings.His Lord Emperor, with sustainable wisdom, has a borderless power, led all the masses, and fought in the Xinghe.

The emperor, the talent, the virtue of the saints, the courage of the warrior, the wisdom of the wise.At the beginning of the Tyra, it was the hometown of human beings. After all the difficulties, it was difficult to flatten the enemy, and finally built the Great Wall of Human beings.His ambition is not only to conquer the territory, but also the place for human beings to survive. Following the fire of civilization, in the endless darkness, the Bright Avenue is opened.

The territory of the empire is vast and vast, spread throughout the galaxy.Wan Xing is like a torch, all of which are under its governance.His soldier, known as Star Warrior, was wearing a heavy armor, holding a sharp blade, without fear of life and death, and vowed to fight for the emperor.Whenever the war, I will go forward bravely, and I am invincible.The spirit of its spirit is just like steel and indestructible.

The virtue of the emperor, widely set the universe, and its grace is like rain to moisturize all things.Under its rule, the people were able to live in peace and work, and soldiers were able to report to the country.The law is strict, and the reward and punishment are clear, so that people's hearts are attached, and they all praise their names.The name of the emperor is circulated between the Xinghe, which is the soul of the empire, and the immortal.

However, the dark current in the universe is surging, the enemy is around, and the heresy statement has emerged from time to time.With its supreme wisdom, the Emperor created many systems to expel the heresy and consolidate the foundation of the empire.The light of faith, Pu Zhaozhu, admires all peoples, and hide in heresy.Those who deviate will be condemned by the world and make people feel correct.

The prosperity of the empire depends on the leadership of the Emperor, and the loyalty of its ministers and the people.The ministers are loyal to the liver and be loyal, and they are exhausted to report to the country.On the side of the Emperor, there are many wise men who have contributed strategies, planned all the planning, and help them achieve their achievements.The power of the empire, shocked the Xinghe, the enemy heard the wind and was frightened, and dared to commit it lightly.

Therefore, the existence of the empire is the blessing of human beings, the virtue of the emperor, and the flow of all the world.With this ambition, the spirit of the Emperor Emperor and the Emperor of the Emperor God, for the sake of human beings, struggle.May the light of the empire, the forever in the universe, the name of the emperor, the eternal life.This is my wish, and it is also the wish of all humanity.

Conclusion:

The Xinghe is vast, only the imperial emperor, long live the emperor, and the world.If humans have God, they must be the emperor; if the universe has light, it must be an empire.May this glory, never go out, wish this great career, passed down from generation to generation.I should wait for this ambition, to be the honor of the empire, the honor of the emperor, and work unremitting!",2024/9/14,zh-tw
Crimson,1,290.9,https://steamcommunity.com/profiles/76561198931598475/,"COURAGE AND HONOR

The game excels in recapturing the essence of the 2000s and 2010s gaming era with impressive authenticity. The combat system and movement mechanics are exceptionally well-crafted, delivering a gratifying and dynamic experience. The graphics are nothing short of spectacular, offering a visually stunning presentation. While the storyline may not be revolutionary, it remains sufficiently compelling and engaging to sustain the player's interest.

The game made me like Ultramarines, I'm still not sure how to feel about that
10/10 a must buy for any Warhammer fan",2024/9/18,en
ROGNAM,1,20,https://steamcommunity.com/id/ROGNAM/,"An excellent third-person shooter that immerses players in the Warhammer 40k universe.
I'd say the game is a bit pricey for its current content, but a roadmap has already been released with content through to the end of 2025.

The single-player campaign, is the sequel to the first opus and can be played solo or in co-op for up to 3 players. It's really good, but rather short (I'd say 8 hours of play).

Then there's a less scripted co-op campaign where you can customize your space marine and play different classes. It's fairly short, but is designed to be played several times to improve your characters.

There is also the 6vs6 PvP mode, which is really cool. Progression is pretty good, and you want to keep playing to unlock the next weapons and cosmetics, but unfortunately there are only 3 maps and 3 game modes at the moment.

In conclusion, I'd recommend it to all fans of the 40k universe or anyone looking for a good shooter, but I'd advise you to buy it at a reduced price or wait for the developers to add a little more content.",2024/9/13,en
Kumasari,1,47.2,https://steamcommunity.com/profiles/76561198052042978/,"I have ended ammunition!Then tear them with your bare hands, brother!

In 2024, among all releases, I was waiting for this particular game.The expectations were mundane at the level of ""post -shooter from 3 faces of the hour for 6.""On the one hand, it turned out, and on the other, the game gave a lot of impressions.

Visual component
She is amazing here.The graphics of the present look like a large project of 2024.Artists perfectly conveyed the most complicated architecture of the world Warhammer 40k, while not going to compromises.Yes, we are often locked in small in the same type of locations, but it is worth reaching the surface and you see the scale of the war: monumental buildings that combine medieval archival with retro futurism against which hundreds of people with thousands of creatures fight.This is impressive.

This is not a new genre, but it is unique.On the one hand, this is, on the other hand.However, despite a simple genre generalization.For example, from Doom that allow you to get armor and health and are necessary for survival.There is a simplified for close combat, which also provides survival in battle.Various variations from long -distance, to close combat and close combat combinations.This gameplay at first seems loaded, but after the hour of the game you understand how everything is simple in it and how everything is in its place without unnecessary mechanic.Animation of finishing achievements is juicy and more spectacular than in doom.A sea of ​​blood and a crunch of alien creatures.Sweet Baby Inc is smoked aside.


The musical component is made in the style of the game, but.When you go to crumble hundreds and thousands of opponents, I would like to do it under an expressive soundtrack so that the audio -component synchronize with what is happening on the screen.Unfortunately, this is not here.Even in subtitles they did not add any memorable music, this is sadness.

With her spirit of pathos and the desperate recklessness of the endless war of everyone with everyone.Subject, the game is tied to the first part, but knowledge of the plot of the first part is necessary only for understanding 1-2 tweosts for the entire plot, therefore.

What .In this game, the final is made by the finale.With all the epic, the effects and scale among which the player who reached the final uses all his arsenal and skills to the maximum.It looks spectacular.

It is also worth briefly mentioning that here, but the abundance of modes more justifies the price tag spent on the game.I still run to the seemingly simple multiplayer.

For me, this is an example of those games that I dreamed of zero when the game industry only developed: spectacular juicy gameplay, epic from the number of opponents, a beautiful graphics and the ability to pass all this in a cooperative if desired.Earlier, I only imagined this, playing the classic strategies for Warhammer 40k, and today, Saber Interactive gave us the first expensive game for this huge and old franchise.Definitely, for me it is.",2024/9/23,ru
decizion,1,90.1,https://steamcommunity.com/id/DECIZlON/,"Product received for free

Good co-op shooter that desperately need more content.

Warhammer 40,000: Space Marine 2
A Screenshot of Warhammer 40,000: Space Marine 2
By: decizion


Satisfying gunplay, good melee combat, great graphics.
The campaign is average and short but still well worth playing.
Co-op operations are fun but we need lot more of them.
PVP I personally don't care and will never play it.



Warhammer 40,000: Space Marine 2 is a good game but there's not enough content atm.
The gameplay is good but it's sadly a bit repetitive after a while.
The operations are highly replayable, thanks to the different classes which are all fun to play but there is sadly not enough maps right now. I'm max rank with best weapons on Vanguard, Assault, Tactical and Sniper so there's not much left to do in the game for me now.

As it currently stands I must say that games like Darktide, Exoprimal, Earth Defense Force or Warframe for examples are way better survival/horde co-op games simply because they provide lot more replay value.

Warhammer 40,000: Space Marine 2 is a worthy addition to your survival/horde/co-op games collection, Saber did a good job with this one and I'm very hyped to see what future content they have in store for us in the future.
Recommended either if you're a 40K fan or not.",2024/9/25,en
badminton,1,47.1,https://steamcommunity.com/id/badminton/,"The campaign is short, but the pacing is incredible. Even more so than the first game. I didn't feel like there was any padding, it's just set piece after set piece, so keep that in mind when figuring out your $/hr figure. It's the difference between hiring a Lambo for 3 hours or a Corolla for the day.",2024/9/19,en
Fidge,1,18.7,https://steamcommunity.com/profiles/76561198069061054/,"I have no background in the Warhammer 40k or Warhammer universes in general, but this was a fantastic campaign, very fun and I was invested in Titus and the rest of the cast of characters' stories. I am interested in learning more about the 40k lore because of the game. I can't wait to get into the other game modes and replay missions with friends! Very much recommended.",2024/9/14,en
elzippo,1,21.2,https://steamcommunity.com/id/ZIP154/,"World War z is only in space, but cool!Yes, and with a plot that can be held with faithful brotherly.What else is needed?10/10 Game of the year!",2024/9/13,ru
Ordo Malleus,1,196.5,https://steamcommunity.com/profiles/76561198021410478/,"What can I say, you are a wahon?Are you entrusted?Are you a Loroved?- Then take it without hesitation of this amount of content, perhaps there was probably not a single toy except DOW 1 with the DLC.I would recommend not to listen to all sorts of reviewers from video hosting and take the game.The last third that everyone calls with sagging at a pace is just a non-stop tooth-free action and where sagging is not entirely clear.

Well, if you are not familiar with the 40 thousand -thousand universe, this is a good way to get acquainted and get into it., Himself once started so far in 2008 with Soustrom.

With what meticulousness the miniatures are transferred to the game deserves special respect, you just look at this all the diversity and the eyes rejoices.

Well, and so, summing up - the game of the year is not otherwise, I am very glad that it came out just like that, there would be more good games.",2024/9/21,ru
𝘊𝘰𝘭𝘵,1,23.8,https://steamcommunity.com/id/deftcolt/,"One of the games that I expect in my life, the only game that preordains with total confidence that I was not going to disappoint.
And I don't disappoint.",2024/9/15,es
Ninjaソース,1,70.7,https://steamcommunity.com/id/Ninjasauce/,"''BURN THE HERETIC, KILL THE MUTANT, PURGE THE UNCLEAN'' - Angels of Death.

Jokes aside, this game is everything the Warhammer 40k: Space Marine community has been hoping for. Not only does it serve as a solid sequel to the previous title, but it also sends a clear message to the gaming industry: players are craving shorter, simpler games that deliver high quality and polish. Here’s what it brings to the table:

Intense Combat: The seamless blend of gunplay and melee combat keeps the action dynamic and engaging throughout.

Visuals and Environment Design: The graphical upgrades and meticulous attention to detail provide an impressive visual experience.

Immersive Storyline: The game draws you into the dystopian Warhammer 40k universe with a mature narrative that revolves around epic battles.

Challenging Enemy Hordes: Facing off against the Tyranids adds an extra layer of difficulty, requiring constant movement and strategic thinking. And let's not forget the heretic traitors—on higher difficulty levels, they’re formidable opponents that force you to rethink your strategy.

Stunning Art Direction: It’s often overlooked, but the art direction in this game is phenomenal. From sprawling battlefield scenes to towering cathedrals, every building and wall feels like a piece of art. The combat may keep you too busy to notice, but when you get a moment to take it all in, it’s hard not to be impressed.

That said, there are a few caveats:

Potential Repetitiveness: Depending on your progression, the horde combat can start to feel repetitive.

Campaign Length: The campaign is fairly standard in length and varies with difficulty, but the narrative remains compelling throughout.

All in all, Warhammer 40k: Space Marine 2 serves as a beacon for the industry, proving that you don’t need groundbreaking innovations to create a great game. Sometimes, a bit of refinement to an already solid formula is all it takes. That’s my take on the game—I hope this helps you decide whether it’s worth a playthrough! :)

I updated the review because my English was sounding a bit like C3PO's. Anyway, thanks for the support!!!",2024/9/20,en
Scrub-Pro,1,150,https://steamcommunity.com/id/Masterofpups88/,"I bought this on 9.th september.

Campaign in around 10 hours is fine with around 6 extra for operations, but as you want to level your characters to max level the operations have high replayability.

Well invested 60€ and all content in future should be free, cosmetics are gonna cost your hard earned cash which I wish more companies did aswell.",2024/9/26,en
🈯BrØken,1,20.7,https://steamcommunity.com/profiles/76561198063437060/,"What a good game. It's simple, fun and epic. If you don't know anything about Warhammer 40k, this is a good introduction. If you are already a fan of this universe, you must have this game. Honestly, it might be my GOTY this year.
The emperor protects!


P.D.
Personally, I liked that the campaign wasn't so long with filler and tedious missions. It was intense and focused, something rare these days.
And yes, for now it does not have much content, but that doesn't worry me, because the content can be added later: it is the quality of what they presented to us that can make it goty, They have a solid game on their hands.
My first impression is that this work shows passion, detail and love for the franchise and the first impression is what is worth the most",2024/9/16,en
invoker_dan,1,192.9,https://steamcommunity.com/profiles/76561198396859127/,"To summarize this game actually delivered what was said and did not deceive anyone in the disclosed trailers.For franchise lovers like I am, go and buy soon, for non -lovers good I suggest researching before buying.Unlike companies with bias and so no one else believes giving 6/10 grade to this game, I would give these notes to these categories based on my experience:

* Campaign: 9/10 (could lightly increase this campaign, half short)

* Charts: 9.5 / 10 (The face of the characters is too much of the rest of the kkk game)

* Performance on my PC: 9/10 (Ryzen 7 7700x with 4070ti)

* End Game: 6.5 / 10 (very well built missions but there are very few missions so far, let's wait for the future and the PVP is ok)

But in general, congratulations to the Devs, thanks for your services, congratulations.",2024/9/14,pt
Renfkol,1,56.6,https://steamcommunity.com/id/renfkol/,"Just a perfectly made chamber game, the best coope in recent years, a game that respects the player’s time and gives a high buzz.What could be better than in a campaign with friends to crumble beetles with hefty blue men, and then cross your blades with other blue men.If a fan of the universe, then the complete dump of ass and 10/10",2024/9/15,ru
Hxcsasquatch,1,12,https://steamcommunity.com/profiles/76561198121646377/,"I have been reading, playing, and loving Warhammer since I was 12. I've read the entire Horus Heresy among many other novels. I have played countless games up to and including Space Marine 1. When I saw the first Tyranid swarm at the start of this game I got emotional because I knew they did it right. It looks right. It feels right. And it plays right.

Play this game.

Know no fear, space marine. For in the grim darkness of the far future, there is only war.",2024/9/14,en
대두.eQr,1,53.7,https://steamcommunity.com/profiles/76561198031171575/,"It's been a long time since the taste of the game from 2000 to 2014, and the political message and ideas that we give us in this game are the only to believe and follow the emperor.


For the emperor!",2024/9/18,ko
Xionaire,1,100,https://steamcommunity.com/profiles/76561198185445885/,"I thought a lot after playing. Although everyone was talking about less content and short overall time, is it really what I want to think about the long time?
UBI cans are several times that of this game, but is it really fun?
Like Titan or this Star Warrior 2, although the time is short, I really cherish every minute and every second. Every scene is treasure.There are blood, details, and my fantasies about 40K (of course, my fantasies about Astart should be more flexible).
I don't know if this game is fun for non -fans, but at least this is one of the best 40K games I have ever played

P.S.
EPIC can be solved, you need to find it online

Personal score: 8.5/10",2024/9/13,zh-tw
schleep,1,84.2,https://steamcommunity.com/id/Fhishy/,"The game is fun, don't get me wrong but for £55 what you get is a campaign that only took 7 hours and 6 operations is very small amount of content for that price. Multiplayer is great and can't complain. Hopefully the future content makes it worthwhile",2024/9/14,en
Orca&Baka99,0,46.8,https://steamcommunity.com/id/VTMS-BAKA9/,"It is not recommended to buy any players except hammer powder. At this stage, the plot of about 8 hours is OK, but the PVE content is extremely scarce with only 6 maps. After the freshness, the endless brush -level weapons are brushed.The armor is as fragile as Bikini and lacks medical methods (plus the hot -melting over -the -blood excessive amount of blood BUG prepared for repairing the shield guard into a must -have stretcher).PVP has an unlimited skills of the wind and moon shadow, and asked that the little blue bear has no effect.At this stage, I just want to give it a bad review at this stage.",2024/9/19,zh-cn
Gomezito,1,151.8,https://steamcommunity.com/profiles/76561198013947612/,"Pleasant to be perceived, graphically a masterpiece.Moments of the keys take moments.But after embracing it, the pleasure.Especially in PVE> I recommend it!No gender ideologies.: D",2024/9/15,pl
Silimu,1,13.3,https://steamcommunity.com/id/Kolw/,"The game process is very short. Basically, the main line of 4 to 5 hours can be played, but this game allows me to return to the kind of happiness and refreshing when playing the game 10 years ago. There is no excessive DEI. The same -sex love and inexplicable idiot content with no fart -associated plot, some of which are racial discrimination, some of which are real men inspired by copper obstetrics to kill on the battlefield, and loyalty to the emperor, killing alien and chaotic traitors, this People in the game studio should be named the living saint of the empire.",2024/9/19,zh-tw
"100,000,000",1,13.4,https://steamcommunity.com/id/sbxd/,"The heresy that puts a corking in this game
All must be deported by warp.",2024/9/13,ko
