Nickname,Title,Play Hours,Profile Link,Comment,Date,Language
Bugagashechko,1,36.5,https://steamcommunity.com/id/Bugagashechko/,"Брат, если ты задумал укрепить свою веру в Императора, будь настойчив брат. А ещё брат, не забывай про парирования на более мощных ксеносах, но даже если ты упадёшь в бою брат, твои братья тебя всегда поднимут. Не поддавайся ереси брат, ведь Император защищает, покупай игру брат, будь уверен в своей вере. Брат, пусть твой силовой молот не знает усталости, а болтер ни на секунду не перестанет бороться с еретиками, ведь братское плечо всегда рядом, брат.
11 братьев из 10",2024/10/5,ru
Taka,1,64.3,https://steamcommunity.com/id/ItsTakaTime/,"Simply Goated. I haven't played a game that feels this great off the bat in a while. feels like im playing a prime era xbox360/PS3 game. its an instant classic. great story, I would love some story DLC in the future. PVE is super replayable and fun with mates. PVP is simple, needs a we bit of balancing tho.",2024/9/28,en
TennorianWarrior,1,230.3,https://steamcommunity.com/profiles/76561198418210970/,yes,2024/10/17,en
冒昧的家伙,0,20.4,https://steamcommunity.com/profiles/76561198091724752/,我预购极限版是为了什么？给你这个死妈玩意当冤种吗，你妈逼有这功夫不如多出两张图，还说你就靠这六张图给你攒棺材本了,2024/10/5,zh-cn
EveROCK,1,108.1,https://steamcommunity.com/profiles/76561198404383222/,"Na primeira vez que eu ouvi falar sobre esse jogo a minha barba cresceu...
Quando eu assisti ao trailer desse jogo minha voz ficou mais grave...
Após comprar esse jogo os meus músculos ficaram maiores...
Depois de instalar esse jogo o desempenho do meu PC melhorou, agora ele solta um rugido ao ligar e emite uma fumaça preta constante...
Enquanto eu jogo esse jogo no volume máximo a minha rua inteira treme com o som de tiros, explosões, louvores ao Imperador da Humanidade, e gritos de aliens em pânico...
Meu vizinho veio reclamar na minha porta: 1 minuto depois ele estava no hospital...
Minha vizinha veio reclamar na minha porta: 1 minuto depois ela estava na minha cama...
Enquanto eu escrevo essa análise e me preparo pra jogar mais, ela está na cozinha fritando um bife pra mim...
Se ela me der filhos, serão todos meninos grandes, fortes e brutos que vestirão azul e que começarão a praticar boxe ou MMA desde cedo...
Se ela não me der filhos, serei obrigado a encontrar outra...
Pensando no bem estar de nossa família tradicional, já arrumei um emprego de lenhador na Sibéria em meio aos lobos, ursos, tigres, dinossauros e russos barra pesada.
Pensando ainda mais no futuro, irei construir uma cabana no meio do nada, cercada com arame farpado e repleta de armadilhas nas imediações e com uns vira latas caramelo pra espantar estranhos.
Lá seremos felizes: eu jogando, ela cozinhando.
Viva o Imperador, o único digno de louvor!!!",2024/10/2,pt
Whalen147,1,3.7,https://steamcommunity.com/id/whalen147/,"New patch did indeed fix issues on Linux and steam deck, so I can recommend the game again.

ORIGINAL REVIEW: Devs have said that the next patch should fix the issue for Linux and SteamDeck users. Once the patch rolls out and it’s confirmed that it does fix the issue, I can recommend the game again.

As of Patch 3.0, users on linux are unable to play online. It appears to be intentional, as the linux64 EAC binary is no longer published in the modules CDN. Just straight up turned off the linux support checkbox.",2024/9/28,en
McGregor,1,478.8,https://steamcommunity.com/profiles/76561199753875974/,"A fantastic game bringing back all the memories of couch co-op from the early aughts. With lavish attention to detail and lore accuracy, Space Marine 2 sets a new bar for the Warhammer franchise.

Combat captures all the crunchy melee and weighty ranged weapon feel you'd expect from the 41st millennium. While feeling clunky at first, the gameplay soon becomes a fluid dance as you begin to understand the parry, dodge and gun strike mechanics culminating in a wide array of gory executions. Harder difficulties will provide challenge and invoke some truly triumphant moments for your three man squad.

The campaign is a relatively linear but satisfying romp with some great set pieces and characters that provide a basic depth making completion satisfying.

Operations, where you will likely spend most of your time, has only 6 missions (for now) but the great combat loop and AI director keep you engaged long after multiple replays should begin to feel stale.

6v6 multiplayer has a solid foundation with well designed maps and a decent paper-rock-scissors class system.

If you're a Warhammer fan, Space Marine 2 is a must buy. If you're new to the universe, you'll likely be drawn into the grim dark future where there is only war.",2024/10/3,en
LaBrie,1,57.2,https://steamcommunity.com/id/Andreqkz/,"I'm totally a PvP addict, and I'm really into the character classes with their unique skills and sick gear! TBH, the classes seem pretty balanced so far, but the devs need to drop more scenarios and PvP modes ASAP!",2024/10/1,en
Positively Cynical,0,11,https://steamcommunity.com/id/Positively_Cynical/,"The game worked on Linux from launch up to the latest patch, which has made online play impossible. They have since changed Linux to unsupported on the product page and have emailed via their support tickets a mix of messages that the game will not be supported on linux and/or that they're aware of and attempting to fix the issue; so not even their support staff are aware of what's going on in any cohesive capacity.

The devs themselves have said full steam deck (inherent linux support) is coming by end of year on their website, and to reiterate, it worked fine and dandy at launch on linux machines.

I as well as most others who purchased the game with intent to play on Linux have likely exceeded the 2 hour playtime at this point and are denied refund requests despite the game no longer being playable, so no refunds and no concrete official statements of any kind from the developer as of this review's posting.",2024/10/2,en
Necroel,1,77.3,https://steamcommunity.com/profiles/76561198073250689/,"Даже если вы не фанат вселенной Warhammer 40000, но любите шутеры от третьего лица, то проходить мимо ""Space Marine 2"" категорически запрещено. Особенно, если вы когда-то очень сильно ждали так и не вышедший ""StarCraft: Ghost"" от Blizzard Entertainment в надежде превратить в фарш сотни зергов. Даже фанаты соулслайк игр будут приятно удивлены, т.к. на высоких уровнях сложности игра превращается в буквальном смысле слова кошмар (в лучшем смысле этого слова).

Если хотите кровавый экшен с суровыми мужиками отстреливающих сотнями голодных тварей из глубин космоса, то берите не задумываясь. Вам не придется сотни часов зачищать ""аванпосты"" как в ""других"" играх или лицезреть отвратительную повестку Sweet Baby Inc. Эпичная кампания отнимет у вас не больше 10 часов, а дальше вы сможете насладиться уничтожением тиранидов в операциях, в одиночку или с друзьями.

P.S. Игра сделана брутальными мужиками из Saber Interactive, для брутальных братьев и сестер, только кровь, кишки и хардкор. Император Защищает.",2024/10/6,ru
Ryultima,1,86.8,https://steamcommunity.com/id/KGRYU/,"Dès les premières minutes, le jeu capture l’essence brutale et épique de l’univers Warhammer 40k. Les graphismes sont à couper le souffle, chaque détail des armures des Space Marines et des hordes xenos est rendu avec une précision impressionnante. Les combats sont intenses, mêlant habilement tir et corps à corps, et chaque affrontement contre les Tyranides est une danse mortelle où la moindre erreur peut être fatale.

L’histoire est riche et immersive, respectant fidèlement le lore établi tout en introduisant de nouveaux éléments captivants. Les dialogues et les interactions avec les autres personnages renforcent l’immersion, nous rappelant constamment les sacrifices et le devoir des Space Marines envers l’Imperium de l’Humanité.

Mais ce qui distingue vraiment Space Marine 2, c’est son atmosphère. On ressent véritablement la pression et l’urgence de chaque mission, la camaraderie entre frères d’armes, et la détermination inébranlable de Titus face à l’adversité. La bande-son, épique et martiale, accompagne parfaitement chaque moment de gloire et de désespoir.

En conclusion, Space Marine 2 n’est pas seulement un jeu, c’est une expérience. Une plongée dans un univers sombre et fascinant où chaque victoire est arrachée au prix du sang et du courage. Pour l’Empereur et l’Imperium, je recommande ce jeu à tous les fans de Warhammer 40k et à ceux qui cherchent une aventure inoubliable.",2024/10/1,fr
Bear Necessitities,0,54.9,https://steamcommunity.com/profiles/76561198256912164/,"i love this game, loved the first one, love dawn of war. love 40k, but for whatever reason its currently unplayable for me, crashes more then not, can't finish a single operation can't match-make without a hard restart after getting disconnected (if it doesn't crash) and i run 32gb ram and a 4080. its ridiculous",2024/9/27,en
MOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0,25.3,https://steamcommunity.com/id/monkeyofchao/,"Game is brilliant however there is a bug that stops you from loading into missions, the ship leaves without you, there is a fix where you stand on an oil patch until the game loads you in however since the new patch the screen remains black. will remove this review once this bug is fixed.",2024/9/27,en
逻各斯,1,40.5,https://steamcommunity.com/profiles/76561198281762840/,9月26日更新之后我就再也登不上线上游戏了，总是告诉我服务器连接丢失还是那种连圈都不转一下的，直接跳脸说你断链，错误AVF，重新链接也是这样，我这是被封号了？这游戏我一没打PVP，二没开风灵月影，怎么回事了？最近的修改积极性挺好，希望后面别整什么大活了。,2024/9/27,zh-cn
铁骑,1,42.9,https://steamcommunity.com/profiles/76561198888969440/,好玩是好玩 内容太少了 多加几个图吧 然后剧情再出个几章节 装扮和职业 能好玩不少,2024/10/1,zh-cn
†_Eksfayer_†,1,119.7,https://steamcommunity.com/profiles/76561198157117363/,"Space Marine 2 - это настоящий подарок для всех фанатов вселенной Warhammer 40,000. Графика и бои в этой игре находятся на высочайшем уровне. Сюжет, вдохновленный подвигами Ультрамаринов, полон эпических сцен. Адептус Протеинус (Астартес) снова защищают империум человечества от еретиков и ксеносов. В общем, игра оставила у меня исключительно положительные эмоции!",2024/10/4,ru
WillieGelmo,1,14.6,https://steamcommunity.com/profiles/76561198859265745/,"---{ Graphics }---
☑ You forget what reality is
☐ Beautiful
☐ Good
☐ Decent
☐ Bad
☐ Don‘t look too long at it
☐ MS-DOS

---{ Gameplay }---
☑ Very good
☐ Good
☐ It's just gameplay
☐ Mehh
☐ Watch paint dry instead
☐ Just don't

---{ Audio }---
☐ Eargasm
☑ Very good
☐ Good
☐ Not too bad
☐ Bad
☐ I'm now deaf

---{ Audience }---
☐ Kids
☐ Teens
☑ Adults
☐ Grandma

---{ PC Requirements }---
☐ Check if you can run paint
☐ Potato
☐ Decent
☑ Fast
☑ Rich boi
☐ Ask NASA if they have a spare computer

---{ Game Size }---
☐ Floppy Disk
☐ Old Fashioned
☑ Workable
☐ Big
☐ Will eat 10% of your 1TB hard drive
☐ You will want an entire hard drive to hold it
☐ You will need to invest in a black hole to hold all the data

---{ Difficulty }---
☐ Just press 'W'
☐ Easy
☐ Easy to learn / Hard to master
☐ Significant brain usage
☑ Difficult
☐ Dark Souls

---{ Grind }---
☐ Nothing to grind
☐ Only if u care about leaderboards/ranks
☑ Isn't necessary to progress
☑ Average grind level
☐ Too much grind
☐ You'll need a second life for grinding

---{ Story }---
☐ No Story
☐ Some lore
☐ Average
☑ Good
☐ Lovely
☐ It'll replace your life

---{ Game Time }---
☐ Long enough for a cup of coffee
☐ Short
☑ Average
☐ Long
☐ To infinity and beyond

---{ Price }---
☐ It's free!
☑ Worth the price
☐ If it's on sale
☐ If u have some spare money left
☐ Not recommended
☐ You could also just burn your money

---{ Bugs }---
☐ Never heard of
☑ Minor bugs
☐ Can get annoying
☐ ARK: Survival Evolved
☐ The game itself is a big terrarium for bugs

---{ ? / 10 }---
☐ 1
☐ 2
☐ 3
☐ 4
☐ 5
☐ 6
☐ 7
☐ 8
☑ 9
☐ 10",2024/10/7,en
Ms.Chief,1,12.3,https://steamcommunity.com/profiles/76561198293175386/,"What a fantastic, wonderful lovely dive into the Warhammer 40k universe. So many detail and well placed hints and facts. The Combat animations are great adnd the combos and finishers in combat are gogeous and sometimes funny (Melta pew pew XD) In my opinion one of the greatest and well made games. On many places you can find background infos. You can play the campain with friends too, a huge yes yes.",2024/9/29,en
