Nickname,Title,Play Hours,Profile Link,Comment,Date,Language
Doug Dimmadude,1,307.1,https://steamcommunity.com/profiles/76561198036479882/,"Hate the xenos
Hate them heretics
Hate daemons

Love me brothers
Love me chapter
Love me Emperor

Simple as",2024/9/21,en
badday,1,66.7,https://steamcommunity.com/profiles/76561198060507617/,"Братья и сестры! В нашей семье возник спор. Должен родиться сын. Жена предложила назвать его Артем.....Категорически отказывается назвать сына Титусом. Сказала ""если наберешь 100 пальцев вверх, хер с тобой, будет тебе Титус"". Выручайте, во славу императора!",2024/9/13,ru
EustiaAstraea,1,77.3,https://steamcommunity.com/id/himinomokoto/,"神皇立国以养人，世人犹怪皇不仁。
不知异端遍天下，苦尽苍生尽混沌。
忽悠狂徒枪上膛，亚空间内颤声长。
翻天覆地从今始，净化何须惜手劳。
恐虐之人曰可杀！奸奇之人曰可杀！
色孽之人曰可杀！纳垢之人曰可杀！
异端不忠神皇者，审判庭曰杀杀杀！
我生不为逐鹿来，泰拉懒筑黄金棺。
虫群绿皮都如狗，总是枪下觳觫材。
杀杀杀杀杀杀杀
砍砍砍砍砍砍砍
射射射射射射射
血祭人类帝皇，颅献黄金王座！",2024/9/26,zh-cn
Lightning Rider,1,3.7,https://steamcommunity.com/id/AngelMiner/,"偏粉丝向作品，服务器和联机制度还有待完善。
有朋友一块玩和单人玩体验完全不一样。
作为一个云战锤40K玩家，天天看的都是文字，听的都是他人解说，现在能实打实玩到扮演阿斯塔特战士的游戏已经很感动了，几百只虫子同屏，跑动起来(手柄)能感受到动力盔甲踏地传来的震动，链锯剑撕裂敌人血浆四溅。
制作组十分忠诚，愿他们来世转生到战锤40K的世界。",2024/9/13,zh-cn
sexyarthur,1,29.6,https://steamcommunity.com/id/ipsimbff/,"great game to play with your friends, wish i had any",2024/9/13,en
Fastlane,1,173.7,https://steamcommunity.com/id/fastlanelive/,"Лучшая варка великого супа со времен Dawn of War и претендент на игру года.
Был приятно удивлен, когда узнал, что студия по большей части состоит из наших питерских соотечественников.
10/10 (9 баллов игра, плюс еще балл за достижение ""My face is my shield"")",2024/9/23,ru
Scraapmaker,1,47.3,https://steamcommunity.com/profiles/76561199082429652/,"Avaliação: 10/10 - Melhor Jogo de Terapia de Casal

Se você quer testar os limites do seu casamento e descobrir até onde vai a paciência de ambos, este é o jogo perfeito. A cada nível, minha esposa encontra novas maneiras criativas de sabotar nosso progresso. Já perdi as contas de quantas vezes expliquei como esquivar dos hereges, mas parece que ela tem um contrato com os deuses do caos e erra de propósito. Tá difícil de zerar no anjo da morte...",2024/9/13,pt
Gryphonsha,1,278.7,https://steamcommunity.com/profiles/76561198028179963/,"Очень сложно описать что такое Вархаммер. Гораздо проще будет просто пережить финал этой игры. Бой Ультрамаринов против хаоситов. Уверенна, все, кто прошел кампанию, меня поймут.
Настолько круто у ребят получилось передать саму суть Вахи, что не веришь в реальность происходящего. Каким-то образом разработчикам удалось заглянуть в сердца фанатов. И свои собственные сердца. Ибо, я уверенна, что создать подобное произведение могли лишь те, кто искренне любит эту Вселенную. Любовь эта чувствуется во всем. В каждом винтике окружения, в скрежете силовых доспехов, в потрясающих анимациях. Разрабы очень хотели сделать как надо. И у них это получилось)

И хороша не только компания. Играя в pve я забывала, что есть сюжетка. Проходя сюжетку, я забывала, что есть онлайновая составляющая. Эта игра настоящая жемчужина. Безусловно подарок для всех вахалюбов и возможность открыть для себя этот дивный чудный мир людям со стороны… Впрочем, каждый пусть сам решает. А я, тем временем, надеваю наушники, врубаю музон и расчехляю болтер. Пора принести немного праведного правосудия. Во имя Императора, разумеется)",2024/9/14,ru
FryingPan,1,139.4,https://steamcommunity.com/profiles/76561198015800194/,"After the scene with holding the banner, I’ve had an erection that has lasted more than 8 hours. Should I seek medical help immediately, or can I finish a few more missions first?

I’ve already tried reading the Codex, but it only makes things worse.

Game is 10/10 Other then that one problem

Update (26/09/24)
Patch 3.0 Has only Made things worse it went away for a bit and then came back.",2024/9/19,en
Harpy,1,12,https://steamcommunity.com/id/WeebHarpy/,"Игра про уничтожение насекомых и крепкую мужскую дружбу 💪

Прочитал? Молодец. А теперь возьми свою цепную пилу, облачись в тяжелые доспехи и уничтожь всех еретиков во имя императора, брат!",2024/9/22,ru
Organ_Thief,1,49.8,https://steamcommunity.com/profiles/76561199089318406/,"By the Emperor and Holy Terra, this is a very good game. 10/10



(Also the PVP is terrible but im here to kill xenos with my Brothers not to get killed repeatedly by max level traitor chapters)",2024/9/13,en
AnFbiAgent,1,93.3,https://steamcommunity.com/id/1supersecretagentman1/,"I think the game is great, but has a lot of design flaws that can definitely be fixed in a couple months if the devs are paying attention. I understand they had people to please by releasing it this early, but it could've used more time in the oven, as a bad launch can really sour a game's reputation (looking at you Darktide). I'd like to get my grievances out of the way before I name the positives.

Firstly, requiring internet and server connection for a game like this feels strange, and the enemies are definitely tied to the servers as they lag around if the connection is acting up. And not having some basic matchmaking functionality is very strange on release. You can't choose lobbies, you can't choose to host or join them, and you can't opt for a solo run; even worse, there is ZERO reconnecting to a match if you aren't playing w friends. If you get disconnected due to their server mishaps during a quick match, you lose your potential 30 minutes of progress. And on top of that, there is no kick prevention late into a match, so if you really wanted to kick at the very end, you could.

Second, it has terrible optimization all round; it loads horribly slow without an SSD, I have it on an NVME and it still loads slow sometimes. Performance feels really really low for a lot of systems that should run it at a steady 60 FPS no matter what. I have a 4060 ti and it definitely doesn't keep 60 FPS, it routinely drops to 40, not to mention any mid-range systems that can barely run the game in certain scenarios.

Third, is the combat system. It ALMOST feels good. Small enemies tear you up way more than they should ever, armor sustain feels weird in it's current implementation, and so does HP sustain. The whole bloodborne rally mechanic is fine, but there is almost no way to sustain HP outside of the overheal bug, and Apothecary/Bulwark's ultimate ability, 99% of the lobbies I queue on Ruthless difficulty do exactly that because of the current balance. You should get a 5% heal for majoris executions and 10% for extremis, and like 15-20% for terminus. That and the loadout drop pods should heal you to some degree. Armor should have to chipped away by small enemies, it should not be that tyranid warriors are less scary than a group of hormagaunts or shield tzaangors. And we should be able to animation cancel into a dodge roll from any animation, at reasonable frames, as well as cancel into a parry on certain animations. Parry into dodge roll should feel fluid too. being locked into things feels pretty awful sometimes.

The good stuff here has serious potential. The combat when it DOES work, feels awesome. There is a flow state you can find yourself in if the game is really working with you. The inspiration from other games really works with the way they constructed the game (save the dodge roll. Astartes would not GoW dodge roll, the Bulwark side step looks apt though), Between the Doom executions, the Gears of War combat style, and the spawn waves akin to the Tide games (elites, mini bosses, specials, chaff units. Which itself is inspired by the slightly more basic Left for Dead formula) they have something truly addicting with how it handles skill expression and SOMETIMES, difficulty. I like this game, but I would love it if they made some seemingly easy changes. They have the framework up already, so if they really care about their players, they'd make some number changes. Combat is a super easy fix. Matchmaking too. The optimization might take them longer.

Overall, get this game if you think it looks fun, but only if you have decent internet, and an mid to high end PC.",2024/9/16,en
ryanbai,1,41.7,https://steamcommunity.com/profiles/76561197974673732/,整体不错，就是过于短小，武器系统本身也没什么亮点，希望后期的新章节不要以DLC形式出售，不然太对不起这个售价了。,2024/9/15,zh-cn
Priest Kim,1,11,https://steamcommunity.com/id/libeccio/,"自古宇宙洪荒，萬族林立，各爭雄長。然在星際無垠之中，有一偉大國度，名曰帝國，乃人類之偉業也。其主神皇，懷無上智慧，具無邊威能，統領萬眾，奮戰於星河。

神皇者，天賦異稟，集聖者之德，武者之勇，智者之慧於一身。初起於泰拉，乃人類故鄉，經歷千劫萬難，掃平眾敵，終築人類之長城，立帝國於星際。其志不僅在於征服疆域，實乃為人類求生存之所，繼文明之火，於無盡黑暗之中，開啟光明大道。

帝國疆域，廣袤無垠，遍及銀河。萬星如炬，皆歸於其治下。其士卒，號稱星際戰士，身披重甲，手持利刃，無懼生死，誓為神皇而戰。每逢戰事，必勇往直前，所向披靡，無不摧鋒陷陣。其精神之所至，誠如鋼鐵，無可摧折。

神皇之德，廣佈宇宙，其恩澤如雨露滋潤萬物。於其治下，凡庶民得以安居樂業，士卒得以矢志報國。其法度嚴明，賞罰分明，使得人心歸附，無不讚頌其名。神皇之名，流傳於星河之間，乃帝國之靈魂，萬代不朽。

然宇宙中暗流湧動，敵寇環伺，異端邪說不時興起。神皇以其無上智慧，創立諸多制度，以驅逐異端，鞏固帝國之基。信仰之光，普照四方，使萬民敬仰，異端無所藏身。凡背離者，必遭天譴，俾使人心歸正。

帝國之興，實賴神皇之領導，及其臣民之忠誠。其臣者，皆忠肝義膽，鞠躬盡瘁，以死報國。神皇之側，有諸多智者，獻策謀略，謀劃萬全之計，助其成就不世之功。帝國之威，震撼星河，敵寇聞風喪膽，無敢輕犯。

是故，帝國之存，乃人類之福，神皇之德，萬世流芳。懷抱此志，吾等當效法神皇之精神，為人類之幸，奮鬥不息。願帝國之光，永照宇宙，神皇之名，萬古長存。此乃吾等之願，亦是全人類之願也。

結語：

星河浩瀚，唯有帝國煌煌，神皇萬歲，威震四海。若人類有神，必是神皇；若宇宙有光，必是帝國。願此光輝，永不熄滅，願此偉業，代代相傳。吾等當秉持此志，為帝國之榮，為神皇之榮，奮鬥不懈！",2024/9/14,zh-tw
Crimson,1,290.9,https://steamcommunity.com/profiles/76561198931598475/,"COURAGE AND HONOR

The game excels in recapturing the essence of the 2000s and 2010s gaming era with impressive authenticity. The combat system and movement mechanics are exceptionally well-crafted, delivering a gratifying and dynamic experience. The graphics are nothing short of spectacular, offering a visually stunning presentation. While the storyline may not be revolutionary, it remains sufficiently compelling and engaging to sustain the player's interest.

The game made me like Ultramarines, I'm still not sure how to feel about that
10/10 a must buy for any Warhammer fan",2024/9/18,en
ROGNAM,1,20,https://steamcommunity.com/id/ROGNAM/,"An excellent third-person shooter that immerses players in the Warhammer 40k universe.
I'd say the game is a bit pricey for its current content, but a roadmap has already been released with content through to the end of 2025.

The single-player campaign, is the sequel to the first opus and can be played solo or in co-op for up to 3 players. It's really good, but rather short (I'd say 8 hours of play).

Then there's a less scripted co-op campaign where you can customize your space marine and play different classes. It's fairly short, but is designed to be played several times to improve your characters.

There is also the 6vs6 PvP mode, which is really cool. Progression is pretty good, and you want to keep playing to unlock the next weapons and cosmetics, but unfortunately there are only 3 maps and 3 game modes at the moment.

In conclusion, I'd recommend it to all fans of the 40k universe or anyone looking for a good shooter, but I'd advise you to buy it at a reduced price or wait for the developers to add a little more content.",2024/9/13,en
Kumasari,1,47.2,https://steamcommunity.com/profiles/76561198052042978/,"У меня кончились патроны! Тогда рви их голыми руками, брат!

В 2024 году среди всех релизов я ждал именно эту игру. Ожидания были приземленные на уровне ""пострелушка от 3 лица часиков на 6"". С одной стороны так и оказалось, а с другой игра подарила массу впечатлений.

Визуальная составляющая
Она здесь потрясающая. Графика по настоящему выглядит как у крупного проекта 2024 года. Художники отлично передали сложнейшую архитектуру мира Warhammer 40k , при этом, не идя на компромиссы. Да, частенько нас запирают в небольших однотипных локациях, но стоит выйти на поверхность и ты видишь масштабность войны: монументальные постройки, сочетающие в себе средневековую архитиктуру с ретро футуризмом на фоне которых сражаются сотни людей с тысячами тварей. Такое впечатляет.

Это не новый жанр, но он является уникальным. С одной стороны это , с другой стороны . Однако, несмотря на простое жанровое обобщение, . Например, из Doom которые позволяют получить броню и здоровье и необходимы для выживания. Есть упрощенная для ближнего боя, которая также обеспечивает выживаемость в бою. Различные вариации от дальнего, до ближнего боя и комбинаций ближнего боя. Данный геймплей поначалу кажется нагруженным, но после часика игры ты понимаешь как в нем все просто и как все находится на своих местах без ненужных механик. Анимации добиваний сочнее и зрелищнее чем в doom. Море крови и хруста инопланетных тварей. Sweet Baby Inc курят в сторонке.


Музыкальная составляющая выполнена в стиле игры, но . Когда идешь крошить сотни и тысячи противников, хотелось бы это делать под выразительный саундтрек, чтобы аудиосоставляющая синхронизировалась с происходящим на экране. К сожалению, этого здесь нет. Даже в субтитрах не добавили какой-нибудь запоминающейся музыки, это печаль.

С ее духом пафоса и отчаянного безрассудства бесконечной войны всех со всеми. Сюжетно, игра привязана к первой части, но знание сюжета первой части необходимо лишь для понимания 1-2 твистов за весь сюжет, поэтому .

Что . Вот в этой игре финал сделан ФИНАЛОМ. Со всей эпичностью, эффектами и масштабностью среди которой игрок дошедший до финала использует весь свой арсенал и умения по максимуму. Выглядит зрелищно.

Также стоит кратко упомянуть, что Здесь , но обилие режимов более оправдывает ценник потраченный на игру. До сих пор бегаю в казалось бы простенький мультиплеер.

Для меня это пример тех игр, о которых я мечтал в нулевые , когда игровая индустрия только развивалась: зрелищный сочный геймплей, эпичность от количества противников, красивейшая графика и возможность проходить все это в кооперативе при желании. Ранее, я лишь представлял такое, играя в классические стратегии по Warhammer 40k, а сегодня, Saber Interactive подарили нам первую дорогую игру по этой огромной и старой франшизе. Определенно, для меня это .",2024/9/23,ru
decizion,1,90.1,https://steamcommunity.com/id/DECIZlON/,"Product received for free

Good co-op shooter that desperately need more content.

Warhammer 40,000: Space Marine 2 
A Screenshot of Warhammer 40,000: Space Marine 2
By: decizion


Satisfying gunplay, good melee combat, great graphics.
The campaign is average and short but still well worth playing.
Co-op operations are fun but we need lot more of them.
PVP I personally don't care and will never play it.



Warhammer 40,000: Space Marine 2 is a good game but there's not enough content atm.
The gameplay is good but it's sadly a bit repetitive after a while.
The operations are highly replayable, thanks to the different classes which are all fun to play but there is sadly not enough maps right now. I'm max rank with best weapons on Vanguard, Assault, Tactical and Sniper so there's not much left to do in the game for me now.

As it currently stands I must say that games like Darktide, Exoprimal, Earth Defense Force or Warframe for examples are way better survival/horde co-op games simply because they provide lot more replay value.

Warhammer 40,000: Space Marine 2 is a worthy addition to your survival/horde/co-op games collection, Saber did a good job with this one and I'm very hyped to see what future content they have in store for us in the future.
Recommended either if you're a 40K fan or not.",2024/9/25,en
badminton,1,47.1,https://steamcommunity.com/id/badminton/,"The campaign is short, but the pacing is incredible. Even more so than the first game. I didn't feel like there was any padding, it's just set piece after set piece, so keep that in mind when figuring out your $/hr figure. It's the difference between hiring a Lambo for 3 hours or a Corolla for the day.",2024/9/19,en
Nirhildija,1,11.3,https://steamcommunity.com/id/NrhildijaKogshu/,"Warhammer 40,000 Space Marine II Review
Warhammer 40,000 Space Marine II is the continuation of Space Marine I, where we will follow Titus as he faces off against the forces of evil that threaten the Imperium. The game uses a gameplay skeleton reminiscent of Gears of War but finds its identity thanks to some clever differences that encourage risky playstyles.

The game adds new elements and improvements to build upon its predecessor, while other elements remain the same such as story mode being a bit short and leaving players wanting more. Enemies now have multiple approaches to battle as they can swarm players, attack from a distance, or even inflict status such as slowing them down or corruption from chaos foes.

The main reason to get the game is to see the continuation of Space Marine I since it ends in a cliffhanger when it is getting good. The story is well done, illustrating the world of 40K similarly to the audiobooks but with visuals and interactive gameplay. Voice actors do a great job and there is mention of important figures in the lore along with some surprising appearances.



The game is hard in terms of difficulty, embracing a high-risk high-reward gameplay where one has to mow down obnoxious amounts of enemies while trying to survive and accomplish the objectives of the mission. The gore is satisfactory as executions are graphical and smooth, resulting in enemies popping up like toys on screen. These executions are also reinforced by the graphics and the fact that enemies that one sees in the distance can be attacked like they are real enemies rather than ambiance. Is always a show to see the Tyranids make their way to you from a distance.

The core gameplay is similar to Gears of Wars, you have dodges, melee attacks and range weapons. Where Space Marine II creates a distinction is that while Gears uses smart use of cover, this game lacks it, resulting in having to take high-risk maneuvers to succeed and parrying with great skill. As you take damage, you can recover HP if you inflict damage back, and executions restore armor and HP if you do them swiftly after taking damage. Thus, the game encourages a ""hit them harder than they hit you"" style where you keep the pressure on the enemy and the action never stops.



The Weapons such as the Power Sword are very fun to use, They feature a power mode and a speed mode making them versatile and useful against swarms, while abilities like the Jetpack give a lot of maneuverability and exploration options. All the weapons pack a punch and you can use what goes best with your playstyle, whether that be gun blazing, swords, chainsaw-swords, flamethrowers, or sniper rifles with lasers.

In my experience, I found the controller more comfortable than the mouse and keyboard (don't laugh at me!) but both options are solid. The reason for the controller is that the developers seem to have made an extra effort to make it more natural and easier to move around and parry enemies with it. ""But the aiming!"" my brother gamer, is a third-person action shooter, not an FPS, I rather have good movement than aim.

I played the camping solo and this is the part where I tell you the game has flaws. First of all, no matchmaking for the campaign, in 2024?! Seems like a mistake. Secondly, the bots are downright useless for the most part, they do not do objectives and they don't help a lot. The bots were so bad, that I had to lower the difficulty of the game, and this has been recognized by the developers who had stated they would tone down Veteran due to the incompetence of the bots. Other than that the game is very good and enjoyable. (I love my battle brothers but still fix the bots a bit).

A normal run of the campaign is around 8-12 hours depending on how good you are and what difficulty you choose. The game features a PvE mode and a PvP one giving it more shelf life in your library. Both modes are great, as PvE sees you tackling new missions through different perspectives while PvP has a couple of modes where you face off against other space marine players. They are both solid and add a foundation for future updates to the game.



Speaking of updates, the game will get a new Horde mode next year (cannot escape the comparisons to Gears of War heh?) which is great, because I believe in the long run what this game will need is an addictive fun mode like Horde, alongside with good PvP to keep it alive (and if we can get a DLC story down the great line, I am not looking forward to waiting another 13 years for Space Marine III haha!) With more updates and time, the game could easily next 50-100 hours of gameplay on the average player.

For 60 bucks I consider it a fair deal, you get a fantastic story in a quality game with great graphics, devs that will support the title moving forward with new content, and space marine action. I mean, nothing beats being a behemoth of destruction fighting for the Emperor while burning down your enemies to a cinder. The extra modes add more playtime and the personalization that you can do to your character post-game in the extra modes is sweet as you can choose from different chapters and personalize your space marine to your liking.

Space Marine II is a great game that despite having the opportunity to be an amazing title, gets held back by some limitations to the solo experience, a lack of matchmaking, and a short story. In due time, the game will become even better, and it is a short but sweet ride of a fantastic entry in the 40K universe. That being said, Saber Interactive, please don't make me wait another 13 years for the sequel to this game, and make the story mode a bit longer next time! If you enjoy Warhammer, get it. If you like 40K get it too. If you are into action games, consider getting it, but you can also wait until the title is injected with more quality-of-life updates and new content. The Emperor protects!

8/10 GREAT

:) If you enjoy and find the review helpful, please follow my curator!",2024/9/23,en
Fidge,1,18.7,https://steamcommunity.com/profiles/76561198069061054/,"I have no background in the Warhammer 40k or Warhammer universes in general, but this was a fantastic campaign, very fun and I was invested in Titus and the rest of the cast of characters' stories. I am interested in learning more about the 40k lore because of the game. I can't wait to get into the other game modes and replay missions with friends! Very much recommended.",2024/9/14,en
elzippo,1,21.2,https://steamcommunity.com/id/ZIP154/,"World War Z только в космосе, круто же ! Да еще и с сюжеткой которою можно проходить вместе с верными братюнями. Что еще нужно ? 10/10 игра года!",2024/9/13,ru
Ordo Malleus,1,196.5,https://steamcommunity.com/profiles/76561198021410478/,"Ну что сказать, вы вахоёб ? Вы довераст ? Вы лоровед ?- тогда берите не раздумывая такого количества контента не было пожалуй ни в одной игрушке кроме как DOW 1 с длц. Я бы рекомендовал не слушать всяких обзорщиков с видеохостингов и брать игру. Последняяя треть которую все обзывают с провисаниями в темпе- просто безостановочный зубодробительный экшон и где там провисания не совсем понятно.

Ну а если вы не знакомы со вселенной 40 тысячника это неплохой способ познакомиться и втянуться в нее., сам когда то так начал в свое время в далеком 2008 со Soustrom.

То с какой дотошностью миниатюры перенесены в игру заслуживает отдельного уважения, просто смотришь на это все многообразие и глаз радуется.

Ну а так, подводя итоги - игра года не иначе, я очень рад что она вышла именно такой, побольше бы настолько хороших игр выходило",2024/9/21,ru
𝘊𝘰𝘭𝘵,1,23.8,https://steamcommunity.com/id/deftcolt/,"Uno de los juegos que mas espere en mi vida, el unico juego que preordene con total confianza de que no iba a decepcionar.
Y no decepciono.",2024/9/15,es
Ninjaソース,1,70.7,https://steamcommunity.com/id/Ninjasauce/,"''BURN THE HERETIC, KILL THE MUTANT, PURGE THE UNCLEAN'' - Angels of Death.

Jokes aside, this game is everything the Warhammer 40k: Space Marine community has been hoping for. Not only does it serve as a solid sequel to the previous title, but it also sends a clear message to the gaming industry: players are craving shorter, simpler games that deliver high quality and polish. Here’s what it brings to the table:

Intense Combat: The seamless blend of gunplay and melee combat keeps the action dynamic and engaging throughout.

Visuals and Environment Design: The graphical upgrades and meticulous attention to detail provide an impressive visual experience.

Immersive Storyline: The game draws you into the dystopian Warhammer 40k universe with a mature narrative that revolves around epic battles.

Challenging Enemy Hordes: Facing off against the Tyranids adds an extra layer of difficulty, requiring constant movement and strategic thinking. And let's not forget the heretic traitors—on higher difficulty levels, they’re formidable opponents that force you to rethink your strategy.

Stunning Art Direction: It’s often overlooked, but the art direction in this game is phenomenal. From sprawling battlefield scenes to towering cathedrals, every building and wall feels like a piece of art. The combat may keep you too busy to notice, but when you get a moment to take it all in, it’s hard not to be impressed.

That said, there are a few caveats:

Potential Repetitiveness: Depending on your progression, the horde combat can start to feel repetitive.

Campaign Length: The campaign is fairly standard in length and varies with difficulty, but the narrative remains compelling throughout.

All in all, Warhammer 40k: Space Marine 2 serves as a beacon for the industry, proving that you don’t need groundbreaking innovations to create a great game. Sometimes, a bit of refinement to an already solid formula is all it takes. That’s my take on the game—I hope this helps you decide whether it’s worth a playthrough! :)

I updated the review because my English was sounding a bit like C3PO's. Anyway, thanks for the support!!!",2024/9/20,en
