Version,Date,Title,Comment,Negative Score
Version_2,2024/9/14,0,"Let's talk about the conclusion that Hammer Fan is recommended to enter the passers -by and the meals that want to find insects. Do not start

Advantages: I haven't encountered a bug that happened in other players during the play process, and the optimization is OK, and after all, you can play the game closest to Astart on the market.Process, performance is very good

Disadvantages: The content is very small, and the less described. You will find that you are okay after the battle. Here is a team of PVE teams, and it is monotonous. And there is no feeling of bombing bombs and killing insects. MoreIt is to take hot -melt -brainlessness in a wheelchair. The current experience is to spend more than 200 to watch a 10h performance.
If you are running for a pest -killing meal replacement game, it is recommended to give up. Although two insect games on the market are close to the unlimited period, a plan is not properly stopped, but unfortunately, this game cannot become their discharge for meals for replacement.",-0.5187
Version_2,2024/9/20,1,"Fighting, cool!IntersectionIntersectionIntersectionOptimize, great!IntersectionIntersectionIntersectionIntersectionloyalty!IntersectionIntersectionIntersection",-0.5229
Version_2,2024/9/17,1,"For the God of the Emperor!
Death to xenos!",-0.5242
Version_2,2024/9/19,1,dudes will see this and just say hell yeah,-0.5267
Version_2,2024/9/13,0,"The game is not very enjoyable, you change the difficulty you are doing 6 tasks.In -game classes are not satisfactory.You say I bought a new powerful weapon, you never felt in the game.",-0.5303
Version_2,2024/9/14,1,"Brother, is it normal that I have a riser when I destroy xenos?",-0.5423
Version_2,2024/9/17,1,Every marine has an ass sculpted by the Emperor himself. 11/10,-0.5423
Version_2,2024/9/15,0,Game Gameplay repeatedly. PVP only found J3K Cheater.,-0.5423
Version_2,2024/9/24,1,What rots and never dies? MEEEEEEEEE EHEEHEEHEEEE EAAAUGH EH UGH EEUGH,-0.5473
Version_2,2024/9/15,1,"Everything I have done so far I thought I was doing it for myself until I fired marins and it came to me that everything was for the Emperor
10/10",-0.5574
Version_2,2024/9/15,0,A piece of shit is not optimized.Launch the game a whole lottery.Shaaders simulator and main menu,-0.5574
Version_2,2024/9/18,0,"this game destroys my gaming ring ""TEMP""",-0.5574
Version_2,2024/9/17,0,"I do not recommend playing in solo.The campaign is boring, part of the plot (with the most cool moments) was put in the session.The money spent is a pity.",-0.5587
Version_2,2024/9/14,1,Tyranic> Chaos,-0.5719
Version_2,2024/9/20,0,I hate this game PvP,-0.5719
Version_2,2024/9/17,1,"My honor is my life
My duty is my destiny
My fear is to fail
My salvation is my reward
My craft is death
My vote is eternal service",-0.5719
Version_2,2024/9/14,0,"Repeated action / forced melee attack / Wave No Strength / Wave to ignore the diversity of weapons

The game is fortunate that the short story time is fortunate.

It may be the best for Warhammer fans, but personally, a game of waste and frustration

It's just a tutorial game.

Honestly, I fell asleep while playing the game ...",-0.5739
Version_2,2024/9/25,0,EPIC BAD!,-0.5848
Version_2,2024/9/17,1,"Good and fun game, do not make the same mistake as I put in Hard in the first play, because killing hordes worrying about sniper enemies, buff enemies and enemies that has to give parry is not so cool when your life goes down a bar From loading, in normal is a fun game, hitting timings and serving enemies, with a good story (even if we use some clichés and poorly made scenes), and 6 operations missions until tired that will be added more, but they are Few even for a release, I've done every 3 times and has tired.The PVP is cool follows the same idea as PVP of 1 but with a terrible matchmaking that I hope it will be corrected.",-0.5909
Version_3,2024/9/28,0,Do not waste your money on this game. It was fine until this recent patch. The game crashes on me and others and I'm very seriously thinking about asking for a refund. I tired of making it to bosses at the end of a mission and the game freezes and then crash before I can complete the mission. Other games with these sort of issues shut their games down until issues like these are resolved. Them not shutting it down until it's fixed is just making more and more people upset.,-0.5006
Version_3,2024/10/1,1,"I'm totally a PvP addict, and I'm really into the character classes with their unique skills and sick gear! TBH, the classes seem pretty balanced so far, but the devs need to drop more scenarios and PvP modes ASAP!",-0.508
Version_3,2024/10/6,1,"Even if you are not a fan of the Warhammer universe, but you like third -person shooters, then passing ""Space Marine 2"" is strictly prohibited.Especially if you once waited very hard and that unappropriate ""Starcraft: Ghost"" from Blizzard Entertainment in the hope of turning a groove into minced meat.Even the fans of the Soulslick Games will be pleasantly surprised, becauseAt high levels of complexity, the game turns into a literal sense of the word nightmare (in the best sense of the word).

If you want a bloody action with harsh men shooting hundreds of hungry creatures from the depths of space, then take it without hesitation.You do not have to clean the “outposts” for hundreds of hours as in “other” games or to see the disgusting agenda of Sweet Baby Inc.The epic campaign will take you no more than 10 hours, and then you can enjoy the destruction of tyranids in operations, alone or with friends.

P.S.The game was made by brutal men from Saber Interactive, for brutal brothers and sisters, only blood, guts and hardcore.The emperor protects.",-0.52
Version_3,2024/10/3,0,"permanent connection losses, it's just unplayable, even after a month, it's a disgrace for a game like this",-0.5267
Version_3,2024/10/16,1,"""Hell yeah"" game",-0.5267
Version_3,2024/10/6,1,"100% Masculinity vs wokes, communist, homosexuals, lesbians and others horrors of the universe 11/10",-0.5719
Version_3,2024/10/14,0,"I'm a huge 40K fan, loved the first Space Marine game. This one however, it does not seem as polished in the melee part.. at least in operations. The delay between strikes is silly. Messes around with the whole combo timing. Not being able to dodge in the middle of an attack. It is not very fluid. The Assault marine spends more of his time on the ground than anything else.
Not as great as I thought it would be. Maybe some future patches will improve it.",-0.58
Version_3,2024/9/28,0,"Last update ruined the whole multiplayer as it doubled the connection and server issues...
Not worth right now as the devs aren't listening to any feedback regarding balance or issues the community raised.",-0.5812
Version_3,2024/10/10,1,"Now that I am a real son of the emperor, with 41,000 kills, I can finally note this game ...

He's just extraordinary!

So.",-0.5848
Version_3,2024/10/5,0,"Good co-op game.
But removing the online part for Linux players after a few weeks feels bad.",-0.5859
Version_3,2024/10/3,1,"At the moment, the game is 1 time.Pass the company and play a little in the coop.In general, not bad.Special thanks for the Russian dubbing, but there is little content in the game.There are few weapons, few types of missions, few cards and biomes themselves, few diverse music.",-0.5931
Version_3,2024/10/17,0,"I do n’t know if you play the balance of your horse here, cut your horse ’s weapons. Is the horse’ s horse who is wholesale like the arrow next door?The mechanism was rotten, and now it is rotten. It can be saved by the horse's horsepower for 40K for the warhammer IP.",-0.5994
Version_3,2024/10/17,0,"Was going to see what they do with this first season patch to make a review and the review is a NO....
Saber is going the same way as Helldivers 2 NERFING instead of buffing useless weak weapons IN PVE!!!
Exactly the same stupid mentality as Arrowhead... your not going to feel like a space marine in this game your going to feel like Imperial Guard instead this was a PATHETIC patch and now we all see what Saber really wants to do like Arrowhead ""OuR ViSiOn"" hurrr duurrr good luck when your game dies idiots....",-0.6006
Version_3,2024/10/4,0,"When you can manage to join a game, the game is fantastic. However in the 40 hours of playtime I have, id say 35 of that has been waiting for load screens or the game bugging out.
Consistently need to wait 20 minutes for the game itself to load, and when joining online games its an 80% chance to bug out and im stuck with a black screen but can hear the barge etc. Needs patching BAD",-0.6059
Version_3,2024/9/29,0,"DO NOT BUY THIS GAME IF YOU ARE IN OCEANIA!!!!!
There is a currently game breaking bug for Oceania players where you won't be able to load into PVE Operations about 4 out of 5 times.
Bug has persisted since launch and people found a work around, but since latest update/patch the work around is no longer possible.
I REPEAT: If you are in Oceania, hold off buying this game for now.",-0.6083
Version_3,2024/9/28,0,"After the update, I will report an unlimited error, I can't play it at all!",-0.6159
Version_3,2024/10/17,0,"you give me nerfs, i give you not recommend. balance teams from all the western world shares the same rotten brain--nerf whatever players like. just keep your arrogance until your game dies.",-0.6261
Version_3,2024/10/17,0,It's time to fight to fight,-0.6369
Version_3,2024/9/29,0,The latest update killed linux support and won't allow online play.,-0.6707
Version_3,2024/10/7,1,kill xenos behead xenos punch xenos into stratosphere smash xenos with thunder hammer,-0.6908
Version_4,2024/10/31,0,"With each new patch, the game stops starting and you have to conjure with the elimination of problems",-0.5106
Version_4,2024/10/19,0,"Space Marine 2 has a good potention but Saber can't see it.

Campaing are awesome even if it's just changed Space Marine original campaing.
Like Orks => Tyranids, Nemiroth legion => Thoused sons. LoL.

Ops at first month were cool it was a challenge to master all classes and unlock all avaible weapon and until devs drops patch 4.0 game had some problems but after all problems were are just get stronger.
-Enemies are bulllet sponges and Bolts (That are Mini-Rockets with high armorpiering potention) feels like .22LR on high difficualties cause enemy HP got x4 modifiers but many bolt weapon had only 2-2.5 DMG that just a joke
-Zoantopes became just flying fortreses that can instanly kill you even if you dodge it in right timing. And don't even try to take cover from beam devs think it's good idea to make them go through any obsticale.
-Chaos is just BORING. Fight against ranged enemies with pea-shooter while yjey use .50BMG with Inferno modifiers. This is just a bad joke.
-Ping issue also made ops are more stupid on higher difficulties (on ruthless and lethal we got -35% dodge invulnerability and perfect dodge windows)

PvP also got good potention and again Saber just abondon this gamemode for 3 months.
-No new maps
-No new gamemodes.
-No balance chages (Only nerfs good weapon)
-No shuffle teams after match that makes it's very unbalanced

Right now devs goes into silence and not respond on any community questions. And for me we must be heard and try to make it game a masterpiece of Warhammer 40K franchise but now it's not deserve any praises and rewards like GOTY because game is too far from it.",-0.5192
Version_4,2024/10/18,0,"Bring the nerfs, make the review score hurt",-0.5267
Version_4,2024/10/24,0,Stupid egg planning with a downtown,-0.5267
Version_4,2024/10/18,1,"Game is fun, exceptionally so.
Thankfully the devs are walking back on trying to balance the game vastly into the ruinous power's favor. Still plagued with numerous issues from crashing, networking, matchmaking, and the like.

Some of the weakest weapons are receiving a small amount of attention, making it seem like they're not afraid of making the game too hard, but afraid of making it too fun.

Hopefully the perk systems are addressed, as a majority of the traits are either wrong to take against one of its competitors, or flat out not doing anything.

The worst part of the game is the class restricting matchmaking, tossing you into games where you possibly cannot play 2 of the classes, with no way to ensure you end up playing what you want, outside of maintaining a private lobby.",-0.5369
Version_4,2024/10/28,1,"Never felt better to purge Heretics and Xenos.

For anyone still upset about patch 4 - they reversed the worst parts and fixed worst bugs in 6 Days. It took them LESS than a week to listen to player feedback and take the appropriate actions with 4.1. This is a dev. who is dedicated to keeping their game fresh and fun. The Emperor Protects Brothers!",-0.5571
Version_4,2024/10/25,1,"What is your life?
My honour is my life.
What is your fate?
My duty is my fate.
What is your fear?
My fear is to fail.
What is your reward?
My salvation is my reward.
What is your craft?
My craft is death.
What is your pledge?
My pledge is eternal service.",-0.5661
Version_4,2024/10/18,0,"It is the same as the Arrow Head before reflection, not to strengthen the block, but not to enhance the blocks.",-0.5833
Version_4,2024/10/23,0,"I guess they werent watching what happened with Helldivers 2, because they did the exact same thing as what nearly killed HD2.
What is the purpose of nerfing good and fun player equipment and severely increasing enemy spawns and lethality, in a power fantasy PVE game.

I used to play on Difficulty 4 no problem, but after the latest update im struggling to finish a difficulty 3 mission with full yellow gear.

I really hope they walk back these changes and dont keep digging deeper, because as it stands, i wont be touching this game again.",-0.5833
Version_4,2024/11/3,1,"Shoot the beetle, build up the buridation, shoot more beetles

You have to know",-0.5859
Version_4,2024/10/20,0,"Product refunded

Had to refund due to crash issues on boot up. No community fixes worked.",-0.5994
Version_4,2024/10/19,0,"For the first time, you weaken hot -melt.The second time, you scan the tactical soldiers and the grenade.Listening, you want to live today and make a third mistake.",-0.5994
Version_4,2024/10/18,0,"This balanced your serious? A PVE core game requires your mother's balance A. Too many people can be skilled in using weapons is too simple. Too many people use this weapon because the weapon is too strong. To cut it, it is suspected of selling. The data is too good, right?",-0.6199
Version_4,2024/10/18,1,Racism and spatial xenophobia go brrr,-0.6249
Version_4,2024/11/1,0,You can't play games because of server abnormalities in online play.I'm disappointed with this in a high game.,-0.6293
Version_4,2024/10/31,1,"""We are the Ultramarines, the sons of Guilliman. Whilst we draw breath, we stand. Whilst we stand, we fight. Whilst we fight, we prevail. Nothing shall stay our wrath.""",-0.6369
Version_4,2024/11/3,0,"some bug wasted my time, can't play any missions.",-0.6412
Version_4,2024/10/18,0,"Greetings Battle-Brothers!
-----------------------------------
Addendum to original submission, due to outrage from Inquisitorial conclave.
-----------------------------------
Let us review the game as a whole (newest update included):
Story:
Excellent, although it seems that some footage from several servo-skulls went missing.
Low initial mission count, supplemented by same number of operations (meant for multiplayer)
Score: 6/10

Visuals:
Relay congratulations to the Artists, Remeberancers and the Tech-Priests.
Score: 10/10

Lore:
As it should be. Personal note: Not sure why a race such as the *Redacted* would have a device that actively empowers warp rifts.
Score: 9/10

Connectivity:
Needs polish. It seems sudden and unpredictable Warp-storms are causing havoc with the Astropathic choir. Sometimes the Astronomican is barely visible.
Battle-Brothers are losing connection and are unable to join their squads, which is endangering mission continuity.
Score: 5/10

Multiplayer:
PvE element fun and satisfying. With several inconsistencies which currently appear to been worked on.
Score: 6/10

PvP element. Found an archeo-tech note which reads ""Not Great, Not Terrible""
Score: *Redacted*

Customization for Space Marines:
It would seem that members of *Redacted* have stolen most other Space Marine Chapters actual Gear.
For now it seems that the Tech-Priests are repainting Ultramarine's armor and presenting it as other Chapters armor. Level of heresy is high, but acceptable until actual armor pieces are found.
Score: 4/10

Summation: Game is good and developers should be praised for what they have created.
With enough polish and additional work it would be an Excellent game. However there are several questionable decisions on release which probably are related to business decisions for content which require to be further scrutinized.
Final score 6.5/10
Original recommendation: Yes

Report submitted to Chief Interrogator.
The Emperor protects!

----------------------------------------------------------------------------------------------
Post-Update Review
----------------------------------------------------------------------------------------------
Here is my take on the current situation of the game:
- New Level - Very Good
Level design is great, new Bio-Titan is Awesome

- New Difficulty - Report to the Inquisition -
New Enraged status for Majoris is good;

Cohesion ""Leash"" - bordering on Heresy- Snipers, Heavies, Vanguards and especially Assault are getting penalized for their play style. The first too are supposed to be in the back providing fire support, the other two are supposed to be in the tick of it. -
Recommendation: Rethink the design, perhaps based on what classes do best and how they can compliment each other. Positive reinforcement is better than negative.
Examples:
Knife in the Dark -

When the Sniper and the Vanguard are in Proximity range knife damage and/or speed and/or cleaving is increased

Overlapping fields of Fire -
When the Heavy and the Tactical are in close proximity, bolt weapons damage is increased for both Marines.

There! That one! -
When the Tactical and the Sniper are in close proximity Sniper Riles deals significantly more damage to Auxpex Scanned enemies

Thunder and Fury -
When the Assault and Bulwark are in close proximity power weapons deal more damage and/or have increased attack speed

Fangs of Fenris -
When two Marines are in close proximity Chain weapons have increased cleave and/or damage

Shield against the Filth -
When the heavy and the Bulwark are in close proximity the The Iron Halo becomes a sphere and has increased ranged

Downtime after death - High Heresy -
Recommendation: For an action pack game where every second counts 120 seconds should be the absolute maximum no matter what new difficulty is introduced.


Balance changes - High Heresy -
Armor changes - Seems good.
Ammo changes - Seems good.
Recommendation: Reconsider some nerfs except the Tactical's scanner, buff the under-performing weapons instead.

Report submitted to Chief Interrogator.
Until the Heresy Levels are lowered recommendation for the game is a NO.
The Emperor protects!",-0.6441
Version_4,2024/10/18,0,Do you want to follow the old path of hell diver 2?,-0.6486
Version_4,2024/10/18,0,"The update was suspected to be very unfaithful. It may be the conspiracy of the gangster and the magic, which made me a tax on the tax.",-0.6486
Version_4_5,2024/11/25,1,"We are elected by the emperor.Fear plunges faith, Vera is our shield.No one can stop us!The enemies of the empire will be destroyed!For the emperor!",-0.5386
Version_4_5,2024/12/1,1,negative reviews = heresy,-0.5719
Version_4_5,2024/11/13,1,"This was my introduction into the warhammer universe my very first experience with the imperium. After 200hrs 100% completion and countless of the emperors foes fallen..

all that needs to be said....my pledge...is eternal.",-0.6705
Version_4_5,2024/12/1,1,"In the future there are no jokes, only war.",-0.6848
Version_4_5,2024/11/13,1,"After the new update, the quality is worse than before. I ca n’t get in 5 games. The login time is still the same time. Unless it is a war hammer fan, I do n’t recommend it to those who do n’t know the war hammers to play. Enough for me to finish mobile games every day.",-0.6908
Version_4_5,2024/11/18,1,"Product Received for Free

Introduction

Captain Titus, as a punishment for the ""death guard"", returns to regular service.You slip into the role of Lieutenant Titus, the empire needs you, the tyrannies and a much more powerful enemy threaten humanity.You fight yourself through true hordes of opponents and also have to justify yourself for your past.

Gameplay

Warhammer 40k Space Marine 2 divides into three areas.As a loyal soldier of the empire, of course, you first face the unfortunately too short story.In individual missions you can improve your class and equipment.The classic PvP mode then throws you in the fight for the title of the deadliest Space Marine.

I don't want to tell anything about the story itself.I definitely want to write two things.The story is told in action -packed scenes and in German.Unfortunately, unfortunately, she is told far too quickly.In general, graphics and sound leave a very good impression in the game.

In story mode you fight in a three man squad against true opponents.The NPC Marines do a good job, they know the way, but you can't really get lost, and lead one or two revival if Titus jumped into a group of opponents too quickly.The NPC Marines can also be replaced or configured by real players.The weapons can be adapted before each mission, but there are enough weapons and ammunition between the entire corpse.There is a change here and there, but you can tell that.

In addition to the story mode, individual missions can be played.Here you can choose from different classes and then equip them with suitable weapons.However, no NPCs are intended here, you need human comrades for fighting.If you start a mission alone, the game assigns you human team members and the slaughter can begin.

The PvP mode is exactly what it sounds.As the real soldier of the imperator, however, I do not fight against my own comrades!


Unfortunately I have to open a very dark chapter here.At times I was so far to write a negative review and not recommended Warhammer 40k Space Marine 2.Anyone who has read so far knows that the story is very important to me, just stupid that game has crashed in almost every sequence.So the game had to be restarted and played again to this point in order to be able to skip the sequence that was then re -established.

The fact that the lumbar churse and even the metal lock on the arm of Titus in the elevator, which is very, very slowly moved, is thrown upwards is of course only a little thing against the crashes.But I thought it was funny, so I didn't want to leave it unmentioned.



Top story told
Endless
Many different weapons
good German voice output
great graphic


Regular crashes of the intermediate sequences
Much too short story






A well told story with very good graphics and a top sound including a coherent German voice output.The battle around the universe cannot be managed better.But stop!Of course, it would be even better without the crashes.I tested the game on two computers and with several graphics cards, unfortunately without success.I still recommend the game and will write here whether the problem is fixed.",-0.6943
Version_4_5,2024/11/14,1,"""Burn the heretic! Kill the mutant! Purge the Unclean!""",-0.7633
Version_4_5,2024/11/28,1,"For the emperor!
Brutal brutality in the square and no agenda.Now such games are extremely rare, so they are more valuable than ever.",-0.8019
Version_4_5,2024/11/29,1,"Space Marine 2 isn't interested in those futile Guardsmen digging their trenches, it's not interested in showing you the horrors of war (although, come to think of it, Conscript with Kriegsmen would go hard). Neither is Saber Interactive’s sequel interested in giving you a look at the grand scale of humanity's vast empire 38,000 years from now. This is a power fantasy through and through, so don your power armour, pick up your Thunder Hammer, and purge this world of xenos filth!!!",-0.8478
Version_4_5,2024/11/19,1,"The game is top, the ENT was observed even in the little things, it was such a game by Wahe that was not enough.

Plot:

Simple, but generally pleasant and does not cause rejection.

Gameplay:

In general, it is very pleasant to play.Gameplay my respect, took the formula of the first part and brought to mind.I noticed that many call bolt weapons the same type, in a sense it is, but still the difference between them is quite large.Shoot and cut enemies for a continuous pleasure, which are worth the executions.

PVP:

As a player in the PVP, it became boring quite quickly because of monotonous and mirror cards, although the game does not position itself as a competitive one.I would like to add some events or destruction, since the conditions during the game do not change in any way, Mesilovo 6 to 6 quickly bothers.

In addition, it is very sad that they did not add the customization of xcm.Dark angels will come out in December, I will assume that they still brought a chaos with a chaos)

Pve:

High -quality missions are not lagging behind the plot in terms of execution level.It is not boring to play and even recall in them.I pumped almost all classes and all weapons, and this says a lot.

The dialogs of characters sometimes deliver, especially detection)",-0.8577
Version_4_5,2024/11/28,1,What is your Duty? To serve Emperor's Will. What is Emperor's Will? That we fight and die. What is Death? It is our duty!,-0.9049
Version_4_5,2024/12/2,1,"Few are in the know, but Friren from the notorious anime, pronouncing the very phrase “you can give such a thing to men and they will be delighted”, meant precisely the copy of “Warhammer 40000: Space Marine 2”.And only then the creators decided to drink some potion to the said.

This game is an excellent story, as a group of fighters in the 2nd group of the 3rd group with PTSD, suspicious paranoid with carefully hidden high self -esteem, and experienced warriors with developed immunity to mental influences overcome mutual misunderstanding in personal communication, the consequences of short -sighted decisions of the command and difficulties of the combatSlave against the backdrop of an ongoing massacre and chaos in various combat conditions.And they will succeed.)",-0.9253
Version_4_5,2024/11/30,1,Kill tyranids. Behead tyranids. Roundhouse kick a tyranid into the concrete. Slam dunk a tyranid into the trashcan. Crucify filthy tyranids. Defecate in a tyranids food. Launch tyranids into the Purple Sun. Stir fry tyranid in a wok. Toss tyranids into active volcanoes. Urinate on tyranid capillery towers. Judo throw tyranids into a wood chipper. Twist tyranid heads off. Report tyranids to the Inquisition. Karate chop styranids in half. Curb stomp pregnant tyranids. Trap tyranids in quicksand. Crush tyranids in the trash compactor. Liquefy tyranids in a vat of acid. EAT tyranids. Dissect tyranids. Exterminate tyranids with virus bombs. Stomp tyranid skulls with steel toed boots. Cremate tyranids in the oven. Lobotomize tyranids. Mandatory abortions for tyranids. Grind tyranid fetuses in the garbage disposal. Drown tyranids in fried chicken grease. Vaporize tyranids with the Deathstrike rocket battery. Kick old tyranids down the stairs. Feed tyranids to squigs. Slice tyranids with a power axe.,-0.926
